Symbol,Type,Sector,Mcap
AETHER,Aether Industri.,Commodities,12225.18
LEMONTREE,Lemontree Tree Hotel,Consumer Discretionary,12169.61
HOMEFIRST,Homefirst First Finan,Financial Services,12134.43
NSLNISP,Nslnisp Steel,Commodities,12062.33
MGL,Mgl Gas,Energy,11999.01
RITES,Rites https,Industrials,11853.65
CANFINHOME,Canfinhome Fin Homes,Financial Services,11785.48
SBFC,Sbfc Finance,Financial Services,11784.74
AVANTIFEED,Avantifeed Feeds,Fast Moving Consumer Goods,11727.94
CANHLIFE,Canhlife HSBC,Financial Services,11655.52
TSFINV,Tsfinv Investments,Financial Services,11604.92
FINCABLES,Fincables Cables,Industrials,11593.58
SHRIPISTON,Shripiston Pistons,Consumer Discretionary,11590.87
IXIGO,Ixigo Travenues,Consumer Discretionary,11589.14
BLACKBUCK,Blackbuck https,Services,11588.39
J&KBANK,J&Kbank & K Bank,Financial Services,11565.77
ELECON,Elecon Engg.Co,Industrials,11545.26
JUBLINGREA,Jublingrea Ingrev.,Commodities,11491.24
TITAGARH,Titagarh Rail,Industrials,11451.85
ACE,Ace Const.Eq.,Industrials,11432.61
SHAILY,Shaily Engineer.,Industrials,11407.01
JYOTHYLAB,Jyothylab Labs,Fast Moving Consumer Goods,11381.81
EUREKAFORB,Eurekaforb Forbes,Consumer Discretionary,11369.67
TDPOWERSYS,Tdpowersys Power Systems,Industrials,11329.92
WAAREERTL,Waareertl Renewab.,Industrials,11323.73
FINPIPE,Finpipe Inds.,Industrials,11279.06
SCI,Sci C I,Services,11265.5
RUBICON,Rubicon Research,Healthcare,11184.49
SAFARI,Safari Inds.,Consumer Discretionary,11108.47
ALIVUS,Alivus Life,Healthcare,11066.06
GODREJAGRO,Godrejagro Agrovet,Fast Moving Consumer Goods,11045.39
NCC,Ncc https,Industrials,11021.93
ENGINERSIN,Enginersin India,Industrials,10999.22
RAILTEL,Railtel Corpn.,Telecommunication,10985.69
EMBDL,Embdl Develop,Consumer Discretionary,10978.2
SANOFICONR,Sanoficonr Consumer,Healthcare,10948.35
AZAD,Azad Engineering,Industrials,10934
OLECTRA,Olectra Greentec,Consumer Discretionary,10902.39
GRAPHITE,Graphite India,Industrials,10824.1
PVRINOX,Pvrinox Inox,Consumer Discretionary,10749
BSOFT,Bsoft Ltd,Information Technology,10631.83
EDELWEISS,Edelweiss Fin.,Financial Services,10582.35
GRINFRA,Grinfra R Infraproject,Industrials,10573.83
JINDALSAW,Jindalsaw Saw,Industrials,10495.94
UJJIVANSFB,Ujjivansfb Small,Financial Services,10495.08
INOXINDIA,Inoxindia India,Industrials,10434.19
VIKRAMSOLR,Vikramsolr Solar,Industrials,10408.79
SANOFI,Sanofi India,Healthcare,10393.89
VIJAYA,Vijaya Diagnost.,Healthcare,10332.67
HFCL,Hfcl https,Telecommunication,10329.72
HCG,Hcg Global,Healthcare,10196.72
RELAXO,Relaxo Footwear,Consumer Discretionary,10164.22
METROPOLIS,Metropolis Healt,Healthcare,10139.22
BANCOINDIA,Bancoindia Products,Consumer Discretionary,10127.34
TI,Ti Inds.,Fast Moving Consumer Goods,10123.1
GENUSPOWER,Genuspower Power,Industrials,10106.99
PRUDENT,Prudent Corp.,Financial Services,10075.12
VARROC,Varroc Engineer,Consumer Discretionary,10036.61
SONATSOFTW,Sonatsoftw Software,Information Technology,10026.87
SANSERA,Sansera Enginee.,Consumer Discretionary,10004.8
SOUTHBANK,Southbank Ind.Bank,Financial Services,9996.43
LATENTVIEW,Latentview View,Information Technology,9985.9
TTML,Ttml Tele. Mah.,Telecommunication,9952.54
JKLAKSHMI,Jklakshmi Lakshmi Cem.,Commodities,9879.09
SANDUMA,Sanduma Manganese,"Oil, Gas & Consumable Fuels",9854.28
TIMETECHNO,Timetechno Technoplast,Industrials,9741.91
CLEAN,Clean Science,Commodities,9737.89
HEG,Heg https,Industrials,9732.51
RKFORGE,Rkforge Forg.,Consumer Discretionary,9698.59
PGHL,Pghl & G Health Ltd,Healthcare,9694.36
SKFINDIA,Skfindia India,Industrials,9691.8
VESUVIUS,Vesuvius India,Industrials,9691.43
BLUEJET,Bluejet Jet Health,Healthcare,9629.17
NAZARA,Nazara Technolo.,Consumer Discretionary,9611.71
HAPPYFORGE,Happyforge Forgings,Industrials,9574.49
INDIASHLTR,Indiashltr SHELTE FIN,Financial Services,9558.75
RHIM,Rhim Magnesita,Industrials,9550.76
KRBL,Krbl https,Fast Moving Consumer Goods,9511.65
ASKAUTOLTD,Askautoltd Automotive,Consumer Discretionary,9496.34
JLHL,Jlhl Life Lin,Healthcare,9460.29
GRWRHITECH,Grwrhitech Hi Tech,Industrials,9435
ZEEL,Zeel Entertainmen,Consumer Discretionary,9415.98
THANGAMAYL,Thangamayl Jew.,Consumer Discretionary,9409.51
IIFLCAPS,Iiflcaps Capital,Financial Services,9394.94
ABFRL,Abfrl Bir. Fas.,Consumer Discretionary,9367.18
MMTC,Mmtc https,Services,9352.77
HONASA,Honasa Consumer,Fast Moving Consumer Goods,9336.4
MAPMYINDIA,Mapmyindia E. Info System,Information Technology,9322.94
ASTRAMICRO,Astramicro Microwave,Industrials,9274.67
MEDPLUS,Medplus Health,Consumer Discretionary,9197.54
TARIL,Taril R I L,Industrials,9154.86
TTKPRESTIG,Ttkprestig Prestige,Consumer Discretionary,9137.62
ORKLAINDIA,Orklaindia India,Fast Moving Consumer Goods,9127.67
ARVIND,Arvind Ltd,Consumer Discretionary,9121.51
APOLLO,Apollo Micro Sys,Industrials,9120.29
LUMAXTECH,Lumaxtech Auto Tech.,Consumer Discretionary,9100.82
BALRAMCHIN,Balramchin Chini,Fast Moving Consumer Goods,9093.68
STARCEMENT,Starcement Cement,Commodities,9081.68
GMRP&UI,Gmrp&Ui Urban,Utilities,9058.14
CUPID,Cupid https,Fast Moving Consumer Goods,9027.87
ALKYLAMINE,Alkylamine Amines,Commodities,8954.53
TEJASNET,Tejasnet Networks,Telecommunication,8918.3
KPIGREEN,Kpigreen Green Energy,Utilities,8867.55
BIRLACORPN,Birlacorpn Corpn.,Commodities,8805.25
TCI,Tci Corp.,Services,8783.54
BBOX,Bbox Box,Information Technology,8774.28
NESCO,Nesco https,Services,8710.32
ESABINDIA,Esabindia India,Industrials,8707.36
LLOYDSENT,Lloydsent Enterpris,Commodities,8698.22
MARKSANS,Marksans Pharma,Healthcare,8693.91
PGINVIT,Pginvit Infra.,Utilities,8691.4
TRANSRAILL,Transraill Light,Industrials,8683
WABAG,Wabag Tech Wabag,Utilities,8677.69
JSLL,Jsll Sikho,Healthcare,8603.97
BLUESTONE,Bluestone Jewel,Consumer Discretionary,8601.88
GPPL,Gppl Pipavav Port,Services,8598.45
WESTLIFE,Westlife Food,Consumer Discretionary,8574.93
PNGJL,Pngjl N Gadgil Jewe.,Consumer Discretionary,8571.98
INOXGREEN,Inoxgreen Green,Utilities,8548.85
SHAKTIPUMP,Shaktipump Pumps,Industrials,8510.71
V2RETAIL,V2Retail Retail,Consumer Discretionary,8503.48
ALOKINDS,Alokinds Industries,Consumer Discretionary,8440.96
RELIGARE,Religare Enterp.,Financial Services,8339.91
WEWORK,Wework India,Services,8317.44
MAHLIFE,Mahlife Life.,Consumer Discretionary,8313.33
LOTUSDEV,Lotusdev Lotus,Consumer Discretionary,8310.75
BORORENEW,Bororenew Renew.,Industrials,8278.1
STAR,Star Pharma,Healthcare,8246.35
SAPPHIRE,Sapphire Foods,Consumer Discretionary,8199.97
VOLTAMP,Voltamp Transform.,Industrials,8174.69
THYROCARE,Thyrocare Tech.,Healthcare,8152.32
RATEGAIN,Rategain Travel,Information Technology,8082.9
RCF,Rcf C F,Commodities,8076.72
SUDARSCHEM,Sudarschem Chem.,Commodities,8063.39
PGIL,Pgil Global Ind,Consumer Discretionary,8018.72
MTARTECH,Mtartech Technologie,Industrials,8010.74
CAMPUS,Campus Activewe.,Consumer Discretionary,7965.14
BECTORFOOD,Bectorfood Bectors,Fast Moving Consumer Goods,7956.01
TRIVENI,Triveni Engg.Ind.,Fast Moving Consumer Goods,7918.64
TMB,Tmb N Merc. Bank,Financial Services,7861.39
MANORAMA,Manorama Indust.,Fast Moving Consumer Goods,7850.68
PRICOLLTD,Pricolltd Ltd,Consumer Discretionary,7770.22
ETHOSLTD,Ethosltd Ltd,Consumer Discretionary,7770.14
PCJEWELLER,Pcjeweller Jeweller,Consumer Discretionary,7761.06
MAHSEAMLES,Mahseamles Seamless,Industrials,7673.72
TANLA,Tanla Platforms,Information Technology,7663.82
DIACABS,Diacabs Power,Industrials,7614.2
HAPPSTMNDS,Happstmnds Minds,Information Technology,7565.78
LLOYDSENGG,Lloydsengg Engineeri,Industrials,7555.08
KIRLFER,Kirlfer Ferrous,Commodities,7542.57
POWERMECH,Powermech Mech Proj.,Industrials,7499.3
MAXESTATES,Maxestates Estates,Consumer Discretionary,7489.1
GSFC,Gsfc S F C,Commodities,7476.46
THOMASCOOK,Thomascook Cook (I),Consumer Discretionary,7469.63
ATLANTAELE,Atlantaele Electric,Industrials,7424.38
KALPATARU,Kalpataru https,Consumer Discretionary,7358.36
WELENT,Welent Enterp,Industrials,7357.38
DBREALTY,Dbrealty Estate,Consumer Discretionary,7350.95
AJAXENGG,Ajaxengg Engineering,Industrials,7336.51
YATHARTH,Yatharth Hospit.,Healthcare,7321.79
GALAXYSURF,Galaxysurf Surfact.,Commodities,7313.39
EQUITASBNK,Equitasbnk Sma. Fin,Financial Services,7308.88
GNFC,Gnfc N F C,Commodities,7230.95
SAREGAMA,Saregama India,Consumer Discretionary,7221.98
DODLA,Dodla Dairy,Fast Moving Consumer Goods,7221.16
SHARDACROP,Shardacrop Cropchem,Commodities,7220.64
CERA,Cera Sanitary.,Consumer Discretionary,7213.48
CSBBANK,Csbbank Bank,Financial Services,7179.5
JAYNECOIND,Jaynecoind Neco,Industrials,7155.23
BALUFORGE,Baluforge Forge,Industrials,7151.07
KTKBANK,Ktkbank Bank,Financial Services,7137.02
GARFIBRES,Garfibres Tech.,Consumer Discretionary,7122.83
REDTAPE,Redtape https,Consumer Discretionary,7092.6
KIRLPNU,Kirlpnu Pneumatic,Industrials,7080.59
PRSMJOHNSN,Prsmjohnsn Johnson,Commodities,7050.63
IMFA,Imfa Metals,Commodities,7043.54
MASTEK,Mastek https,Information Technology,7031.97
OSWALPUMPS,Oswalpumps Pumps,Industrials,6995.48
INDIAGLYCO,Indiaglyco Glycols,Fast Moving Consumer Goods,6983.82
AVL,Avl Vision,Consumer Discretionary,6983.81
DBL,Dbl Buildcon,Industrials,6971.58
NETWORK18,Network18 Media,Consumer Discretionary,6945.17
ASHAPURMIN,Ashapurmin Minech.,Commodities,6935.4
IFBIND,Ifbind Industries,Consumer Discretionary,6877.57
GOKEX,Gokex Exports,Consumer Discretionary,6872.06
SHILPAMED,Shilpamed Medicare,Healthcare,6854.21
RAYMONDLSL,Raymondlsl Lifestyl,Consumer Discretionary,6837.42
RELINFRA,Relinfra Infra.,Utilities,6819.45
RUSTOMJEE,Rustomjee Realtor,Consumer Discretionary,6758.59
PNCINFRA,Pncinfra Infratech,Industrials,6714.89
ARVINDFASN,Arvindfasn Fashions.,Consumer Discretionary,6698.64
1285775,1285775 Pharma,Pharma,6697.85
MHRIL,Mhril Holiday,Consumer Discretionary,6684.28
GANESHHOU,Ganeshhou Housing,Consumer Discretionary,6683.85
FDC,Fdc https,Healthcare,6680.19
ACI,Aci Chemical,Commodities,6672.98
AKUMS,Akums Drugs,Healthcare,6631.01
MOIL,Moil https,Commodities,6625.54
AHLUCONT,Ahlucont Contr.,Industrials,6621.72
SFL,Sfl Foam,Consumer Discretionary,6617.29
HNDFDS,Hndfds Foods,Fast Moving Consumer Goods,6593.57
KOVAI,Kovai Medical,Healthcare,6549.39
AVALON,Avalon Tech,Industrials,6544.09
MIDHANI,Midhani Dhatu Nig,Industrials,6475.42
TIPSMUSIC,Tipsmusic Music,Consumer Discretionary,6445.93
UTLSOLAR,Utlsolar Power,Industrials,6401.85
EPL,Epl Ltd,Industrials,6367.19
JUSTDIAL,Justdial Dial,Consumer Discretionary,6363.96
SHREMINVIT,Shreminvit InvIT,Industrials,6352.78
VMART,Vmart Mart Retail,Consumer Discretionary,6338.38
GREENLAM,Greenlam Industr,Consumer Discretionary,6326.36
JAIBALAJI,Jaibalaji Balaji Inds.,Commodities,6311.18
AARTIPHARM,Aartipharm Pharma,Healthcare,6291.36
SMARTWORKS,Smartworks Cowor,Services,6286
JKPAPER,Jkpaper Paper,Commodities,6274.67
DYNAMATECH,Dynamatech Tech.,Industrials,6266.08
EPIGRAL,Epigral https,Commodities,6257.67
SUPRAJIT,Suprajit Engg.,Consumer Discretionary,6256.39
AXISCADES,Axiscades Tech.,Industrials,6254.77
ICIL,Icil Count Inds.,Consumer Discretionary,6249.73
ISGEC,Isgec Heavy,Industrials,6187.31
PRAJIND,Prajind Industries,Industrials,6152.18
PICCADIL,Piccadil Agro,Fast Moving Consumer Goods,6132.53
INDIGOPNTS,Indigopnts Paints,Consumer Discretionary,6114.75
SUNTECK,Sunteck Realty,Consumer Discretionary,6104.19
CRAMC,Cramc Robeco,Financial Services,6090.13
RTNINDIA,Rtnindia Ent,Consumer Discretionary,6066.75
QPOWER,Qpower Power El,Industrials,6053.89
SEQUENT,Sequent Scien.,Healthcare,6050.53
SUPRIYA,Supriya Lifesci.,Healthcare,5985.33
DCBBANK,Dcbbank Bank,Financial Services,5981.8
SYMPHONY,Symphony https,Consumer Discretionary,5978.57
RENUKA,Renuka Renuka Sugar,Fast Moving Consumer Goods,5957.59
FIEMIND,Fiemind Industries,Consumer Discretionary,5941.74
AURIONPRO,Aurionpro Sol.,Information Technology,5921.7
ICRA,Icra https,Financial Services,5908.86
PILANIINVS,Pilaniinvs Invest.,Financial Services,5894.28
GOKULAGRO,Gokulagro Agro,Fast Moving Consumer Goods,5864.48
CMSINFO,Cmsinfo Info Systems,Services,5837.91
PARAS,Paras Defence,Industrials,5812.79
GULFOILLUB,Gulfoillub Oil Lubric.,Energy,5794.56
LGBBROSLTD,Lgbbrosltd G Balakrishnan,Consumer Discretionary,5777.42
MASFIN,Masfin FINANC SER,Financial Services,5754.79
PURVA,Purva https,Consumer Discretionary,5743.92
ELLEN,Ellen Indl.Gas,Commodities,5722.53
GHCL,Ghcl https,Commodities,5715.91
BAJAJELEC,Bajajelec Electrical,Consumer Discretionary,5626.54
HGINFRA,Hginfra G. Infra Engg.,Industrials,5606.67
INFIBEAM,Infibeam Avenues,Financial Services,5604.13
SURYAROSNI,Suryarosni Roshni,Industrials,5603.83
DHANUKA,Dhanuka Agritech,Commodities,5594.14
PDSL,Pdsl https,Consumer Discretionary,5584.89
TIIL,Tiil Inds.,Industrials,5579.94
SUBROS,Subros https,Industrials,5545.99
KINGFA,Kingfa Science,Industrials,5522.39
SAATVIKGL,Saatvikgl Green,Industrials,5515.9
RAJESHEXPO,Rajeshexpo Exports,Consumer Discretionary,5504.31
SKIPPER,Skipper https,Industrials,5476.94
SWANDEF,Swandef Defence,Industrials,5458.13
SKYGOLD,Skygold Gold & Diam.,Consumer Discretionary,5448.12
RTNPOWER,Rtnpower Pow.,Utilities,5434.55
SJS,Sjs Enterprises,Consumer Discretionary,5425.25
VIPIND,Vipind I P Inds.,Consumer Discretionary,5395.83
JUNIPER,Juniper Hotels,Consumer Discretionary,5376.76
FEDFINA,Fedfina Financi.,Financial Services,5354.71
GMMPFAUDLR,Gmmpfaudlr Pfaudler,Industrials,5349.85
SWSOLAR,Swsolar & Wils.,Industrials,5334.35
SHARDAMOTR,Shardamotr Motor,Consumer Discretionary,5305.38
TEXRAIL,Texrail Rail,Industrials,5296.15
INDOTHAI,Indothai Thai Sec.,Financial Services,5291.45
KENNAMET,Kennamet India,Industrials,5251.37
SENCO,Senco Gold,Consumer Discretionary,5247.99
KSCL,Kscl Seed Co.,Fast Moving Consumer Goods,5244.73
INDUSINVIT,Indusinvit Inf. Trust,Services,5240.49
ORIANA,Oriana Power Ltd,Industrials,5238.79
KRN,Krn Heat Exchan,Industrials,5166.48
STLTECH,Stltech Tech.,Telecommunication,5164.15
STYL,Styl Tech.,Financial Services,5135.55
ZOTA,Zota Health Care,Healthcare,5111.35
ZAGGLE,Zaggle Prepaid,Information Technology,5103.85
DATAMATICS,Datamatics Glob.,Information Technology,5092.47
IONEXCHANG,Ionexchang Exchange,Utilities,5088.26
RESPONIND,Responind Ind,Consumer Discretionary,5078.77
LXCHEM,Lxchem Organic,Commodities,5069.3
GAEL,Gael Ambuja Exp,Fast Moving Consumer Goods,5043.26
EMUDHRA,Emudhra https,Information Technology,5035.13
TVSSCS,Tvsscs Supply,Services,5025.49
ITDC,Itdc T D C,Consumer Discretionary,5020.55
ASHOKA,Ashoka Buildcon,Industrials,5017.02
BANSALWIRE,Bansalwire Wire Inds,Industrials,5005.08
E2E,E2E E Networks,Information Technology,4987.45
UNIMECH,Unimech Aero.,Industrials,4982.19
MANINFRA,Maninfra Infra,Industrials,4969.15
SPICEJET,Spicejet https,Services,4963.12
NIITMTS,Niitmts Learning,Consumer Discretionary,4947.4
AGI,Agi Greenpac,Industrials,4925.44
IBULLSLTD,Ibullsltd https,Services,4885.85
PACEDIGITK,Pacedigitk Digitek,Telecommunication,4875
OPTIEMUS,Optiemus Infra.,Telecommunication,4867.45
RALLIS,Rallis India,Commodities,4863.67
SHILCTECH,Shilctech Tech.,Industrials,4849.84
CHEMPLASTS,Chemplasts Sanmar,Commodities,4845.51
SHREEJISPG,Shreejispg Ship. Gl,Services,4836.97
PTC,Ptc India,Utilities,4820.49
WEBELSOLAR,Webelsolar Energy,Industrials,4819.21
IRBINVIT,Irbinvit InvIT Fund,Services,4816.88
EMIL,Emil Mart,Consumer Discretionary,4812.38
CAPILLARY,Capillary Tech.,Information Technology,4810.26
RPEL,Rpel Product.,Industrials,4805.18
SHOPERSTOP,Shoperstop Stop,Consumer Discretionary,4796.39
GREAVESCOT,Greavescot Cotton,Industrials,4772.77
RSYSTEMS,Rsystems Systems Intl.,Information Technology,4765.6
JCHAC,Jchac Con. Hit,Consumer Discretionary,4763.69
CIGNITITEC,Cignititec Tech.,Information Technology,4755.36
NDRINVIT,Ndrinvit INVIT Trust,Services,4752.15
INDIQUBE,Indiqube Spaces,Services,4737.47
JSFB,Jsfb Small Finan,Financial Services,4734.92
INDRAMEDCO,Indramedco Medical,Healthcare,4729.62
VRLLOG,Vrllog Logistics,Services,4725.04
CRIZAC,Crizac https,Consumer Discretionary,4706.06
LUMAXIND,Lumaxind Industries,Consumer Discretionary,4688.92
ELECTCAST,Electcast Cast.,Industrials,4654.36
ANUP,Anup Anup Enginee,Industrials,4626.83
ENTERO,Entero Healthcar,Consumer Discretionary,4624.54
KNRCON,Knrcon Construct.,Industrials,4605.84
PRECWIRE,Precwire Wires (I),Industrials,4600.29
JKIL,Jkil Kumar Infra,Industrials,4581.54
DBCORP,Dbcorp B Corp,Consumer Discretionary,4565.86
SIS,Sis https,Consumer Discretionary,4564.2
BANARISUG,Banarisug Amm.Sug.,Fast Moving Consumer Goods,4563.57
SWARAJENG,Swarajeng Engines,Industrials,4552.29
VSTTILLERS,Vsttillers Till. Tract.,Industrials,4543.48
CARERATING,Carerating Ratings,Financial Services,4534.42
HUBTOWN,Hubtown https,Consumer Discretionary,4529.17
ARSSBL,Arssbl Rathi Shar,Financial Services,4514.26
GUJTHEM,Gujthem Themis Bio.,Healthcare,4497
SUNFLAG,Sunflag Iron,Industrials,4456.81
REFEX,Refex Industries,Commodities,4447.15
KITEX,Kitex Garments,Consumer Discretionary,4426.3
SPARC,Sparc https,Healthcare,4407.76
ARTEMISMED,Artemismed Medicare,Healthcare,4405.08
GOLDIAM,Goldiam Intl.,Consumer Discretionary,4402.65
ORCHPHARMA,Orchpharma Pharma,Healthcare,4398.35
SGMART,Sgmart Mart,Commodities,4397.42
MIDWESTLTD,Midwestltd https,Consumer Discretionary,4379.75
HCC,Hcc Construct.,Industrials,4370.41
INNOVACAP,Innovacap Captab,Healthcare,4354.27
BHARATRAS,Bharatras Rasayan,Commodities,4354.26
NFL,Nfl Fertilizer,Commodities,4346.53
HERITGFOOD,Heritgfood Foods,Fast Moving Consumer Goods,4287.79
VSTIND,Vstind Industries,Fast Moving Consumer Goods,4282.21
RAMKY,Ramky Infra,Industrials,4242.03
PARAGMILK,Paragmilk Milk Foods,Fast Moving Consumer Goods,4234.23
ROUTE,Route Mobile,Telecommunication,4219.9
JAMNAAUTO,Jamnaauto Auto Inds.,Consumer Discretionary,4217.01
CEIGALL,Ceigall India,Industrials,4203.71
UEL,Uel Energy,Utilities,4195.81
NORTHARC,Northarc ARC,Financial Services,4165.07
GOPAL,Gopal Snacks,Fast Moving Consumer Goods,4152.37
SANATHAN,Sanathan Textile,Consumer Discretionary,4144.74
INTERARCH,Interarch Build.,Industrials,4140.07
JTEKTINDIA,Jtektindia India,Consumer Discretionary,4131.76
HEIDELBERG,Heidelberg Cem.,Commodities,4110.34
AVANTEL,Avantel https,Industrials,4104.39
POCL,Pocl Oxides,Commodities,4092.23
MOSCHIP,Moschip Tech.,Information Technology,4065
AARTIDRUGS,Aartidrugs Drugs,Healthcare,4062.63
SAMHI,Samhi Hotels,Consumer Discretionary,4044.78
GUJALKALI,Gujalkali Alkalies,Commodities,4009.07
SUVEN,Suven Life Scie.,Healthcare,4004.7
VAIBHAVGBL,Vaibhavgbl Global,Consumer Discretionary,4004.7
SMLMAH,Smlmah Mahindra,Industrials,4000.27
TARC,Tarc Ltd,Consumer Discretionary,3988.89
HEMIPROP,Hemiprop Prop,Services,3943.66
BOROLTD,Boroltd https,Consumer Discretionary,3937.2
AJMERA,Ajmera Realty,Consumer Discretionary,3905.07
AWFIS,Awfis Space,Services,3898.35
ORIENTELEC,Orientelec Electric,Consumer Discretionary,3883.07
TRUALT,Trualt Bioenergy,Fast Moving Consumer Goods,3848.14
BALAMINES,Balamines Amines,Commodities,3823.44
VADILALIND,Vadilalind Inds.,Fast Moving Consumer Goods,3809.48
GOODLUCK,Goodluck India,Industrials,3803.79
MARATHON,Marathon Nextgen,Consumer Discretionary,3797.05
BAJAJCON,Bajajcon Consumer,Fast Moving Consumer Goods,3794.78
KIRLOSIND,Kirlosind Indus.,Industrials,3789.87
RAIN,Rain Industries,Commodities,3773.56
SENORES,Senores Pharma.,Healthcare,3761.12
DCAL,Dcal Carbogen,Healthcare,3738.25
EIEL,Eiel Infra,Utilities,3736.13
RPGLIFE,Rpglife LifeScience.,Healthcare,3725.47
EBGNG,Ebgng Electronics,Information Technology,3702.21
NACLIND,Naclind Industries,Commodities,3688.81
DPABHUSHAN,Dpabhushan P. Abhushan,Consumer Discretionary,3682.13
GRAUWEIL,Grauweil & Weil,Commodities,3679.44
UFLEX,Uflex https,Industrials,3665.8
MANGCHEFER,Mangchefer Chem.,Commodities,3659.31
CENTUM,Centum Electron,Industrials,3657.2
HARSHA,Harsha Engg Intl,Industrials,3646.77
ORIENTCEM,Orientcem Cement,Commodities,3639.31
SHANTIGEAR,Shantigear Gears,Industrials,3633.26
SHAREINDIA,Shareindia India Sec.,Financial Services,3627.79
WONDERLA,Wonderla Holiday,Consumer Discretionary,3611.11
TVSSRICHAK,Tvssrichak Srichakra,Consumer Discretionary,3603.96
EUROPRATIK,Europratik Pratik Sale,Consumer Discretionary,3603.96
GREENPLY,Greenply Industr,Consumer Discretionary,3603.63
RBA,Rba Brand,Consumer Discretionary,3600.33
MCLOUD,Mcloud Cloud,Information Technology,3594.67
STYRENIX,Styrenix Perfor.,Commodities,3577.26
SEITINVIT,Seitinvit Ener,Utilities,3564
ADVENZYMES,Advenzymes Enzyme,Healthcare,3556.33
MPSLTD,Mpsltd https,Consumer Discretionary,3544.18
GUFICBIO,Guficbio BioScience,Healthcare,3538.59
GKENERGY,Gkenergy Energy,Industrials,3534.6
LUXIND,Luxind Industries,Consumer Discretionary,3518.68
PSPPROJECT,Pspproject Projects,Industrials,3512.78
MBAPL,Mbapl B Agro Prod.,Commodities,3503.76
NSIL,Nsil Sons Invst,Financial Services,3498.15
JUBLCPL,Jublcpl Agri,Commodities,3491.97
SINDHUTRAD,Sindhutrad Trade,Services,3490.89
CYIENTDLM,Cyientdlm DLM,Industrials,3473.86
KOLTEPATIL,Koltepatil Patil Dev.,Consumer Discretionary,3470.67
NAVNETEDUL,Navnetedul Educat.,Consumer Discretionary,3465.35
SIYSIL,Siysil Silk,Consumer Discretionary,3460.28
MSTCLTD,Mstcltd https,Services,3458.67
MEDIASSIST,Mediassist Assist Ser.,Financial Services,3447.78
KSL,Ksl Steels,Industrials,3440.86
TATVA,Tatva Chintan,Commodities,3418.87
ROSSARI,Rossari Biotech,Commodities,3406.48
RAYMONDREL,Raymondrel Realty,Consumer Discretionary,3402.29
AGIIL,Agiil Infra,Consumer Discretionary,3395.24
63MOONS,63Moons Tech.,Information Technology,3392.07
MANINDS,Maninds Industries,Industrials,3375.89
STYLAMIND,Stylamind Industrie,Consumer Discretionary,3356.33
KMEW,Kmew Marine,Services,3351.19
PROTEAN,Protean eGov,Information Technology,3349.59
FOSECOIND,Fosecoind India,Commodities,3334.48
JINDWORLD,Jindworld Worldwide,Consumer Discretionary,3333.8
JISLJALEQS,Jisljaleqs Irrigation,Industrials,3328.93
UNIVCABLES,Univcables Cables,Industrials,3319.79
DHANI,Dhani Services,Financial Services,3316.86
MARINE,Marine Electric.,Industrials,3312.73
RAYMOND,Raymond https,Consumer Discretionary,3303.68
BBL,Bbl Bijlee,Industrials,3299.01
NEOGEN,Neogen Chemicals,Commodities,3274.15
UNICHEMLAB,Unichemlab Labs.,Healthcare,3274.13
PITTIENG,Pittieng Engg.,Industrials,3270.81
HLEGLAS,Hleglas Glascoat,Industrials,3268.67
VISHNU,Vishnu Chemicals,Commodities,3267.32
PRINCEPIPE,Princepipe Pipes,Industrials,3257.1
BALMLAWRIE,Balmlawrie Lawrie,Diversified,3250.13
BHAGCHEM,Bhagchem Chem.,Commodities,3249.53
GREENPANEL,Greenpanel Inds.,Consumer Discretionary,3238.52
SGLTL,Sgltl Glass,Industrials,3237.5
KIRIINDUS,Kiriindus Industries,Commodities,3209.76
SABTNL,Sabtnl Adhik. Bros.,Consumer Discretionary,3192.14
MAHLOG,Mahlog Logis.,Services,3187.12
FLAIR,Flair Writing,Fast Moving Consumer Goods,3167.66
KDDL,Kddl Ltd,Consumer Discretionary,3162.97
GLOBUSSPR,Globusspr Spirits,Fast Moving Consumer Goods,3158.02
PAISALO,Paisalo Digital,Financial Services,3148.77
KKCL,Kkcl Kir.Cloth.,Consumer Discretionary,3137.3
SANDHAR,Sandhar Tech,Consumer Discretionary,3131.76
QUESS,Quess Corp,Services,3127.22
SAMBHV,Sambhv Steel,Industrials,3121.46
EPACKPEB,Epackpeb PrefabTech,Industrials,3112.36
INDOSTAR,Indostar Capital,Financial Services,3111.48
SSWL,Sswl Str. Wheel,Consumer Discretionary,3111.08
NPST,Npst People,Information Technology,3104.7
KRISHANA,Krishana Phosch.,Commodities,3102.11
ARKADE,Arkade https,Consumer Discretionary,3097.42
DEEPINDS,Deepinds Industries,Energy,3071.67
DDEVPLSTIK,Ddevplstik Plastiks,Commodities,3070.9
BGRENERGY,Bgrenergy Energy Sys.,Industrials,3039.07
ASHIANA,Ashiana Housing,Consumer Discretionary,3033.48
ALPEXSOLAR,Alpexsolar Solar,Industrials,3027.23
BOMDYEING,Bomdyeing Dyeing,Consumer Discretionary,3008.88
PENIND,Penind Industrie,Industrials,2995.15
PREMEXPLN,Premexpln Explosives,Commodities,2990.37
TFCILTD,Tfciltd Fin. Corp.,Financial Services,2989.47
GATEWAY,Gateway Distri,Services,2987.86
GRMOVER,Grmover Overseas,Fast Moving Consumer Goods,2986.31
