Symbol,Type,Sector,Mcap
539947,Jindal Leasefin,Finance Companies,
511738,Mehta Securities,Finance Companies,
530167,Moongipa Capital,Finance Companies,
531228,Rander Corpn.,Finance Companies,
511730,Avasara Finance,Finance Companies,
539016,Neil Industries,Finance Companies,
505515,Shyamkamal Inv,Finance Companies,
511377,Mehta Integrat.,Finance Companies,
536738,Stellar Capital,Finance Companies,
539492,Garbi Finvest,Finance Companies,
531758,G K Consultants,Finance Companies,
522209,Yogi Infra Proj.,Finance Companies,
501148,Dalal Street Inv,Finance Companies,
539468,Typhoon Fin Ser,Finance Companies,
TCIFINANCE,TCI Finance,Finance Companies,
531505,Indergiri Fin.,Finance Companies,
538928,Karnavati Financ,Finance Companies,
538422,Jackson Invest,Finance Companies,
500358,Rama Petrochem,Finance Companies,
530469,GSL Securities,Finance Companies,
504340,Longspur Intl,Finance Companies,
539506,Adcon Capital,Finance Companies,
538708,Econo Trade Indi,Finance Companies,
526891,Market Creators,Finance Companies,
511493,Shrydus Indust.,Finance Companies,
511122,First Custodian,Finance Companies,
532131,Triumph Intl.,Finance Companies,
500202,India Lease Dev.,Finance Companies,
509760,Modern Shares,Finance Companies,
531027,Libord Securitie,Finance Companies,
539090,Rajputana Invest,Finance Companies,
540481,Classic Leasing,Finance Companies,
DCMFINSERV,DCM Financial,Finance Companies,
526869,Kumbhat Fin.,Finance Companies,
533149,Yunik Managing,Finance Companies,
508963,Trustwave,Finance Companies,
538918,Vani Commercials,Finance Companies,
531878,Anjani Finance,Finance Companies,
500142,FGP,Finance Companies,
503624,Svaraj Trading,Finance Companies,
539662,BFL Asset Finves,Finance Companies,
532745,Inditrade Cap.,Finance Companies,
532164,Minolta Finance,Finance Companies,
501311,Jayabharat Cred.,Finance Companies,
511507,Ushakiran Fin.,Finance Companies,
538787,Goenka Business,Finance Companies,
523062,J J Finance Corp,Finance Companies,
511110,V B Desai Fin.,Finance Companies,
512217,Prism Medico,Finance Companies,
501945,Dhenu Buildcon,Finance Companies,
538894,Octal Credit Cap,Finance Companies,
539123,V B Industries,Finance Companies,
538212,Sharp Investment,Finance Companies,
531387,Hasti Finance,Finance Companies,
539669,R G F Capital,Finance Companies,
531441,Lyons Corporate,Finance Companies,
531672,Inani Securities,Finance Companies,
535910,Money Masters,Finance Companies,
GATECHDVR,GACM Tech-DVR,Finance Companies,
531274,Kinetic Trust,Finance Companies,
511734,Pasupati Fincap,Finance Companies,
526251,Mid East Port.,Finance Companies,
530799,Anna Infrastruct,Finance Companies,
531846,Trinity League,Finance Companies,
519214,Williamson Fin.,Finance Companies,
538464,Thirani Projects,Finance Companies,
538319,GCM Capital,Finance Companies,
526859,ISF,Finance Companies,
505502,PS IT Infra,Finance Companies,
531432,Systematix Sec.,Finance Companies,
538857,Scintilla Comm,Finance Companies,
538874,Nexus Surgical,Finance Companies,
539278,Symbiox Investme,Finance Companies,
511401,Munoth Commun.,Finance Companies,
539596,Delta Industrial,Finance Companies,
511688,Mathew Easow Res,Finance Companies,
511728,K Z Leasing,Finance Companies,
538881,Galada Finance,Finance Companies,
539110,Northlink Fiscal,Finance Companies,
531051,Vintage Secur.,Finance Companies,
531033,Regal Entertain.,Finance Companies,
535514,Prime Capital Ma,Finance Companies,
539384,Krishna Capital,Finance Companies,
530271,Rich Universe,Finance Companies,
512481,Polytex India,Finance Companies,
530985,JPT Securities,Finance Companies,
523113,Futuristic Sec.,Finance Companies,
531314,Integra Capital,Finance Companies,
542176,Aryan Share,Finance Companies,
538860,Panafic Industri,Finance Companies,
539621,BCL Enterprises,Finance Companies,
531433,Sungold Capital,Finance Companies,
530771,KLG Capital,Finance Companies,
540515,Kanungo Financi.,Finance Companies,
531235,CitiPort Fin.,Finance Companies,
538952,Abhinav Leasing,Finance Companies,
539593,Shivansh Finserv,Finance Companies,
530439,Siddha Ventures,Finance Companies,
532113,Brijlaxmi Leas.,Finance Companies,
539408,Kuber Udyog,Finance Companies,
531283,Cindrella Fin.,Finance Companies,
511760,Seven Hill Inds.,Finance Companies,
531272,Nikki Glob.Fin.,Finance Companies,
531288,Lead Financial S,Finance Companies,
530187,Atharv Enter,Finance Companies,
509038,Voltaire Leasing,Finance Companies,
536965,B P Capital,Finance Companies,
511451,Dharani Finance,Finance Companies,
539495,Rajkot Inv.Trust,Finance Companies,
530663,Goyal Associates,Finance Companies,
526883,Shikhar Cons.,Finance Companies,
511660,Premium Capital,Finance Companies,
534755,Trio Merc. Trad.,Finance Companies,
539835,Superior Finleas,Finance Companies,
530547,KEN Fin.Serv.,Finance Companies,
535917,GCM Commodity,Finance Companies,
538465,Amarnath Sec.,Finance Companies,
539026,SSPN FINANCE,Finance Companies,
512221,SPV Global,Finance Companies,
531327,Charms Industrie,Finance Companies,
526887,Indo Credit Cap.,Finance Companies,
512197,Silveroak Comm,Finance Companies,
539486,Geetanjali Cred.,Finance Companies,
531572,Ranjit Securitie,Finance Companies,
512065,Mrugesh Trading,Finance Companies,
507987,Jupiter Inds.,Finance Companies,
501386,Swastik Safe Dep,Finance Companies,
POLICYBZR,PB Fintech.,Financial Technology (Fintech) Companies,
PAYTM,One 97,Financial Technology (Fintech) Companies,
PINELABS,Pine Labs,Financial Technology (Fintech) Companies,
STYL,Seshaasai Tech.,Financial Technology (Fintech) Companies,
INFIBEAM,Infibeam Avenues,Financial Technology (Fintech) Companies,
MOBIKWIK,One Mobikwik,Financial Technology (Fintech) Companies,
MOS,MOS Utility,Financial Technology (Fintech) Companies,
FINBUD,Finbud Financial,Financial Technology (Fintech) Companies,
SUVIDHAA,Suvidhaa Info.,Financial Technology (Fintech) Companies,
511147,WSFX Global,Financial Technology (Fintech) Companies,
AGSTRA,AGS Transact,Financial Technology (Fintech) Companies,
NESTLEIND,Nestle India,Food Products Companies,
BRITANNIA,Britannia Inds.,Food Products Companies,
HATSUN,Hatsun Agro,Food Products Companies,
EIDPARRY,EID Parry,Food Products Companies,
BIKAJI,Bikaji Foods,Food Products Companies,
ZYDUSWELL,Zydus Wellness,Food Products Companies,
BBTC,Bombay Burmah,Food Products Companies,
GODREJAGRO,Godrej Agrovet,Food Products Companies,
AVANTIFEED,Avanti Feeds,Food Products Companies,
ORKLAINDIA,Orkla India,Food Products Companies,
MANORAMA,Manorama Indust.,Food Products Companies,
BECTORFOOD,Mrs Bectors,Food Products Companies,
DODLA,Dodla Dairy,Food Products Companies,
HERITGFOOD,Heritage Foods,Food Products Companies,
GOPAL,Gopal Snacks,Food Products Companies,
PARAGMILK,Parag Milk Foods,Food Products Companies,
VADILALIND,Vadilal Inds.,Food Products Companies,
DIAMONDYD,Prataap Snacks,Food Products Companies,
ADFFOODS,ADF Foods,Food Products Companies,
TASTYBITE,Tasty Bite Eat.,Food Products Companies,
VENKEYS,Venky's (India),Food Products Companies,
HMAAGRO,HMA Agro Inds.,Food Products Companies,
SKMEGGPROD,SKM Egg Prod.,Food Products Companies,
523475,Lotus Chocolate,Food Products Companies,
KRISHIVAL,Krishival Foods,Food Products Companies,
GANESHCP,Ganesh Consumer,Food Products Companies,
519152,Vadilal Enterp.,Food Products Companies,
APEX,Apex Frozen Food,Food Products Companies,
MUKKA,Mukka Proteins,Food Products Companies,
519421,KSE,Food Products Companies,
506166,Apis India,Food Products Companies,
SHRIAHIMSA,Shri Ahimsa,Food Products Companies,
FOODSIN,Foods & Inns,Food Products Companies,
539594,Mishtann Foods,Food Products Companies,
EIFFL,Euro India Fresh,Food Products Companies,
519397,Sharat Industrie,Food Products Companies,
ANNAPURNA,Annapurna Swadi.,Food Products Companies,
PROV,Proventus Agro.,Food Products Companies,
530215,Kings Infra,Food Products Companies,
FRESHARA,Freshara Agro,Food Products Companies,
544568,DSM Fresh,Food Products Companies,
JEYYAM,Jeyyam Global,Food Products Companies,
GOYALSALT,Goyal Salt,Food Products Companies,
MEGASTAR,Megastar Foods,Food Products Companies,
COASTCORP,Coastal Corporat,Food Products Companies,
530219,Nutricircle,Food Products Companies,
543737,Aveer Foods,Food Products Companies,
530617,Sampre Nutrition,Food Products Companies,
SHIVASHRIT,Shivashrit Foods,Food Products Companies,
544442,Chemkart India,Food Products Companies,
GAIL,GAIL (India),Gas Companies,
ATGL,Adani Total Gas,Gas Companies,
PETRONET,Petronet LNG,Gas Companies,
GUJGASLTD,Gujarat Gas,Gas Companies,
IGL,Indraprastha Gas,Gas Companies,
AEGISLOG,Aegis Logistics,Gas Companies,
GSPL,Guj.St.Petronet,Gas Companies,
MGL,Mahanagar Gas,Gas Companies,
542543,Energy InfrTrust,Gas Companies,
CONFIPET,Confidence Petro,Gas Companies,
IRMENERGY,IRM Energy,Gas Companies,
KOTYARK,Kotyark Indust.,Gas Companies,
INDIFRA,Indifra Ltd,Gas Companies,
POLYMED,Poly Medicure,Healthcare Equipment & Supplies Companies,
FISCHER,Fischer Medical,Healthcare Equipment & Supplies Companies,
LAXMIDENTL,Laxmi Dental,Healthcare Equipment & Supplies Companies,
OSELDEVICE,OSEL Devices,Healthcare Equipment & Supplies Companies,
TARSONS,Tarsons Products,Healthcare Equipment & Supplies Companies,
DENTALKART,Vasa Denticity,Healthcare Equipment & Supplies Companies,
APRAMEYA,Aprameya Enginee,Healthcare Equipment & Supplies Companies,
543363,Prevest Denpro,Healthcare Equipment & Supplies Companies,
543916,Hemant Surgical,Healthcare Equipment & Supplies Companies,
NURECA,Nureca,Healthcare Equipment & Supplies Companies,
MADHAVBAUG,Vaidya Sane,Healthcare Equipment & Supplies Companies,
544549,Earkart,Healthcare Equipment & Supplies Companies,
QMSMEDI,QMS Medical,Healthcare Equipment & Supplies Companies,
544143,Royal Sense,Healthcare Equipment & Supplies Companies,
527005,Shree Pacetronix,Healthcare Equipment & Supplies Companies,
MHHL,Mohini Health,Healthcare Equipment & Supplies Companies,
530427,Choksi Asia,Healthcare Equipment & Supplies Companies,
544169,Amkay Products,Healthcare Equipment & Supplies Companies,
531380,Centenial Surgic,Healthcare Equipment & Supplies Companies,
GML,Galaxy Medicare,Healthcare Equipment & Supplies Companies,
533212,GKB Ophthalmics,Healthcare Equipment & Supplies Companies,
542765,Transpact Enter.,Healthcare Equipment & Supplies Companies,
MAXHEALTH,Max Healthcare,Healthcare Services Companies,
APOLLOHOSP,Apollo Hospitals,Healthcare Services Companies,
FORTIS,Fortis Health.,Healthcare Services Companies,
NH,Narayana Hrudaya,Healthcare Services Companies,
ASTERDM,Aster DM Health.,Healthcare Services Companies,
MEDANTA,Global Health,Healthcare Services Companies,
KIMS,Krishna Institu.,Healthcare Services Companies,
SYNGENE,Syngene Intl.,Healthcare Services Companies,
LALPATHLAB,Dr Lal Pathlabs,Healthcare Services Companies,
AGARWALEYE,Dr Agarwal's Hea,Healthcare Services Companies,
RAINBOW,Rainbow Child.,Healthcare Services Companies,
INDGN,Indegene,Healthcare Services Companies,
VIJAYA,Vijaya Diagnost.,Healthcare Services Companies,
HCG,Health.Global,Healthcare Services Companies,
METROPOLIS,Metropolis Healt,Healthcare Services Companies,
JLHL,Jupiter Life Lin,Healthcare Services Companies,
YATHARTH,Yatharth Hospit.,Healthcare Services Companies,
THYROCARE,Thyrocare Tech.,Healthcare Services Companies,
KOVAI,Kovai Medical,Healthcare Services Companies,
INDRAMEDCO,Indrapr.Medical,Healthcare Services Companies,
ARTEMISMED,Artemis Medicare,Healthcare Services Companies,
SUVEN,Suven Life Scie.,Healthcare Services Companies,
VIMTALABS,Vimta Labs,Healthcare Services Companies,
526783,Dr Agarwal's Eye,Healthcare Services Companies,
KRSNAA,Krsnaa Diagnost.,Healthcare Services Companies,
SHALBY,Shalby,Healthcare Services Companies,
SURAKSHA,Suraksha Diagno.,Healthcare Services Companies,
524520,KMC Speciality,Healthcare Services Companies,
GPTHEALTH,GPT Healthcare,Healthcare Services Companies,
FABTECH,Fabtech Tech.,Healthcare Services Companies,
532067,3B Blackbio,Healthcare Services Companies,
514330,One Global Serv,Healthcare Services Companies,
SASTASUNDR,Sastasundar Ven.,Healthcare Services Companies,
CHANDAN,Chandan Healthca,Healthcare Services Companies,
TAKE,Take Solutions,Healthcare Services Companies,
UNIHEALTH,Unihealth Hosp,Healthcare Services Companies,
543943,Asarfi Hospital,Healthcare Services Companies,
531658,Abate As Indust,Healthcare Services Companies,
LOTUSEYE,Lotus Eye Hospit,Healthcare Services Companies,
543346,Aashka Hospitals,Healthcare Services Companies,
544482,Star Imaging,Healthcare Services Companies,
NEPHROCARE,Nephro Care,Healthcare Services Companies,
526853,Bilcare,Healthcare Services Companies,
MAITREYA,Maitreya Medica.,Healthcare Services Companies,
523696,Fortis Malar,Healthcare Services Companies,
538837,Jeevan Scienti.,Healthcare Services Companies,
536565,Novelix Pharma.,Healthcare Services Companies,
SANGANI,Sangani Hospital,Healthcare Services Companies,
526546,Choksi Laborator,Healthcare Services Companies,
540788,Aspira Pathlab,Healthcare Services Companies,
544365,Shanmuga Hos.,Healthcare Services Companies,
539267,Samsrita Labs,Healthcare Services Companies,
AATMAJ,Aatmaj Health,Healthcare Services Companies,
526301,Medinova Diagno.,Healthcare Services Companies,
524548,Sharma E I Hosp.,Healthcare Services Companies,
539378,Soni Medicare,Healthcare Services Companies,
530897,N G Industries,Healthcare Services Companies,
524602,Bandaram Pharma,Healthcare Services Companies,
542248,Deccan Healthcar,Healthcare Services Companies,
523489,Chennai Meena,Healthcare Services Companies,
539428,Tejnaksh Health.,Healthcare Services Companies,
NIDAN,Nidan Laborator.,Healthcare Services Companies,
544013,KK Shah Hospital,Healthcare Services Companies,
543309,Adeshwar Meditex,Healthcare Services Companies,
526139,Transgene Biotek,Healthcare Services Companies,
516110,Family Care,Healthcare Services Companies,
543520,Global Longlife,Healthcare Services Companies,
540729,Vanta Bioscience,Healthcare Services Companies,
542918,Gian Lifecare,Healthcare Services Companies,
531043,Dhanvantri Jeev.,Healthcare Services Companies,
544220,Clinitech Lab,Healthcare Services Companies,
544231,Broach Lifecare,Healthcare Services Companies,
541299,Dr Lalchand. Lab,Healthcare Services Companies,
526187,Ashram Online,Healthcare Services Companies,
531458,Boston Bio,Healthcare Services Companies,
534422,Looks Health,Healthcare Services Companies,
526504,Dolphin Medical,Healthcare Services Companies,
DOMS,DOMS Industries,Household Products Companies,
JYOTHYLAB,Jyothy Labs,Household Products Companies,
FLAIR,Flair Writing,Household Products Companies,
EVEREADY,Eveready Inds.,Household Products Companies,
KOKUYOCMLN,Kokuyo Camlin,Household Products Companies,
LINC,Linc,Household Products Companies,
504176,High Energy Bat.,Household Products Companies,
NIPPOBATRY,Indo National,Household Products Companies,
504093,Panasonic Energy,Household Products Companies,
531663,Yuvraaj Hygiene,Household Products Companies,
524136,Pee Cee Cosma,Household Products Companies,
SUNDARAM,Sundaram Multi.,Household Products Companies,
543453,Alkosign,Household Products Companies,
AMBICAAGAR,Ambica Agarbat.,Household Products Companies,
530853,Hipolin,Household Products Companies,
539228,Gala Global,Household Products Companies,
526588,Photoquip India,Household Products Companies,
MAZDOCK,Mazagon Dock,Industrial Manufacturing Companies,
COCHINSHIP,Cochin Shipyard,Industrial Manufacturing Companies,
HONAUT,Honeywell Auto,Industrial Manufacturing Companies,
KAYNES,Kaynes Tech,Industrial Manufacturing Companies,
JYOTICNC,Jyoti CNC Auto.,Industrial Manufacturing Companies,
CPPLUS,Aditya Infotech,Industrial Manufacturing Companies,
LMW,LMW,Industrial Manufacturing Companies,
SYRMA,Syrma SGS Tech.,Industrial Manufacturing Companies,
TEGA,Tega Inds.,Industrial Manufacturing Companies,
JWL,Jupiter Wagons,Industrial Manufacturing Companies,
TITAGARH,Titagarh Rail,Industrial Manufacturing Companies,
LLOYDSENGG,Lloyds Engineeri,Industrial Manufacturing Companies,
SWANDEF,Swan Defence,Industrial Manufacturing Companies,
DYNAMATECH,Dynamatic Tech.,Industrial Manufacturing Companies,
PRAJIND,Praj Industries,Industrial Manufacturing Companies,
TEXRAIL,Texmaco Rail,Industrial Manufacturing Companies,
GMMPFAUDLR,GMM Pfaudler,Industrial Manufacturing Companies,
KENNAMET,Kennametal India,Industrial Manufacturing Companies,
ANUP,The Anup Enginee,Industrial Manufacturing Companies,
505872,WPIL,Industrial Manufacturing Companies,
SHANTIGEAR,Shanthi Gears,Industrial Manufacturing Companies,
CYIENTDLM,Cyient DLM,Industrial Manufacturing Companies,
CENTUM,Centum Electron,Industrial Manufacturing Companies,
HLEGLAS,HLE Glascoat,Industrial Manufacturing Companies,
SGLTL,Standard Glass,Industrial Manufacturing Companies,
EPACKPEB,EPack PrefabTech,Industrial Manufacturing Companies,
PITTIENG,Pitti Engg.,Industrial Manufacturing Companies,
522101,Kilburn Engg.,Industrial Manufacturing Companies,
MARINE,Marine Electric.,Industrial Manufacturing Companies,
PENIND,Pennar Industrie,Industrial Manufacturing Companies,
JASH,Jash Engineering,Industrial Manufacturing Companies,
HIRECT,Hind Rectifiers,Industrial Manufacturing Companies,
HPL,HPL Electric,Industrial Manufacturing Companies,
HONDAPOWER,Honda India,Industrial Manufacturing Companies,
WINDMACHIN,Windsor Machines,Industrial Manufacturing Companies,
543619,Concord Control,Industrial Manufacturing Companies,
500147,John Cockerill,Industrial Manufacturing Companies,
INDIANHUME,Indian Hume Pipe,Industrial Manufacturing Companies,
500068,Disa India,Industrial Manufacturing Companies,
THEJO,Thejo Engg.,Industrial Manufacturing Companies,
SPECTRUM,Spectrum Electr.,Industrial Manufacturing Companies,
AIMTRON,Aimtron,Industrial Manufacturing Companies,
HMT,HMT,Industrial Manufacturing Companies,
SALASAR,Salasar Techno,Industrial Manufacturing Companies,
VINYAS,Vinyas Innovativ,Industrial Manufacturing Companies,
DEEDEV,DEE Development,Industrial Manufacturing Companies,
EKC,Everest Kanto,Industrial Manufacturing Companies,
RAJOOENG,Rajoo Engineers,Industrial Manufacturing Companies,
JNKINDIA,JNK,Industrial Manufacturing Companies,
ICEMAKE,ICE Make Refrig.,Industrial Manufacturing Companies,
BAJAJINDEF,Indef Manufactur,Industrial Manufacturing Companies,
WALCHANNAG,Walchan. Inds.,Industrial Manufacturing Companies,
507944,Bajaj Steel Inds,Industrial Manufacturing Companies,
MAMATA,Mamata Machinery,Industrial Manufacturing Companies,
MACPOWER,Macpower CNC,Industrial Manufacturing Companies,
EIMCOELECO,Eimco Elecon(I),Industrial Manufacturing Companies,
GALAPREC,Gala Precis. Eng,Industrial Manufacturing Companies,
ETL,Emkay Tools,Industrial Manufacturing Companies,
544516,Airfloa Rail,Industrial Manufacturing Companies,
KABRAEXTRU,Kabra Extrusion,Industrial Manufacturing Companies,
544186,Forbes Precision,Industrial Manufacturing Companies,
523850,Axtel Industries,Industrial Manufacturing Companies,
544458,Shree Refrigerat,Industrial Manufacturing Companies,
522134,Artson,Industrial Manufacturing Companies,
544531,True Colors,Industrial Manufacturing Companies,
505358,Integra Engg.,Industrial Manufacturing Companies,
GUJAPOLLO,Guj Apollo Inds,Industrial Manufacturing Companies,
522004,Batliboi,Industrial Manufacturing Companies,
INTLCONV,Intl. Conveyors,Industrial Manufacturing Companies,
HERCULES,Hercules Investments,Industrial Manufacturing Companies,
544001,Sunita Tools Ltd,Industrial Manufacturing Companies,
MAZDA,Mazda,Industrial Manufacturing Companies,
522650,Bemco Hydraulics,Industrial Manufacturing Companies,
PATILAUTOM,Patil Automation,Industrial Manufacturing Companies,
504959,Stovec Inds.,Industrial Manufacturing Companies,
UNIDT,United Drilling,Industrial Manufacturing Companies,
544332,Fabtech Techn.,Industrial Manufacturing Companies,
540652,Captain Techno.,Industrial Manufacturing Companies,
532329,Danlaw Tech.,Industrial Manufacturing Companies,
AARON,Aaron Industries,Industrial Manufacturing Companies,
541353,Innovators,Industrial Manufacturing Companies,
544518,L. T. Elevator,Industrial Manufacturing Companies,
505750,Josts Engg. Co.,Industrial Manufacturing Companies,
522017,Fluidomat,Industrial Manufacturing Companies,
MAHEPC,Mahindra EPC,Industrial Manufacturing Companies,
544023,Kalyani Cast-Tec,Industrial Manufacturing Companies,
KANORICHEM,Kanoria Chem.,Industrial Manufacturing Companies,
TRF,TRF,Industrial Manufacturing Companies,
522105,Birla Precision,Industrial Manufacturing Companies,
LOKESHMACH,Lokesh Mach.,Industrial Manufacturing Companies,
PRIZOR,Prizor Viztech,Industrial Manufacturing Companies,
539479,GTV Engineering,Industrial Manufacturing Companies,
544440,Cryogenic OGS,Industrial Manufacturing Companies,
544112,Jasch Gauging,Industrial Manufacturing Companies,
517258,Prec. Electronic,Industrial Manufacturing Companies,
AFFORDABLE,Affordable Robo.,Industrial Manufacturing Companies,
505703,Deccan Bearings,Industrial Manufacturing Companies,
RVTH,Revathi Equip,Industrial Manufacturing Companies,
EMMIL,Energy-Mission,Industrial Manufacturing Companies,
505299,KPT Industries,Industrial Manufacturing Companies,
537669,Laxmipati Engg,Industrial Manufacturing Companies,
KATARIA,Kataria Indust.,Industrial Manufacturing Companies,
523100,Cosmo Ferrites,Industrial Manufacturing Companies,
500028,ATV Projects,Industrial Manufacturing Companies,
539227,Loyal Equipments,Industrial Manufacturing Companies,
TAURIAN,Taurian MPS,Industrial Manufacturing Companies,
SOMICONVEY,Somi Conv.Belt.,Industrial Manufacturing Companies,
543172,Cospower Engine.,Industrial Manufacturing Companies,
537326,Chemtech Indust.,Industrial Manufacturing Companies,
505285,Tulive Developer,Industrial Manufacturing Companies,
CROWN,Crown Lifters,Industrial Manufacturing Companies,
505302,Lakshmi Engg.,Industrial Manufacturing Companies,
BEWLTD,BEW Engg,Industrial Manufacturing Companies,
GLOBALPET,Global Pet Indus,Industrial Manufacturing Companies,
505737,Intl. Combustion,Industrial Manufacturing Companies,
517417,Patels Airtemp,Industrial Manufacturing Companies,
EMKAYTOOLS,Emkay Taps & Cut,Industrial Manufacturing Companies,
526861,Rishi Laser,Industrial Manufacturing Companies,
541228,Taylormade Renew,Industrial Manufacturing Companies,
DUCON,Ducon Tech,Industrial Manufacturing Companies,
517514,D & H India,Industrial Manufacturing Companies,
522251,Cenlub Industrie,Industrial Manufacturing Companies,
531888,Rexnord Electr.,Industrial Manufacturing Companies,
522183,ITL Industries,Industrial Manufacturing Companies,
531997,IKOMA Technologies,Industrial Manufacturing Companies,
ATAM,Atam Valves,Industrial Manufacturing Companies,
522294,T & I Global,Industrial Manufacturing Companies,
544074,Shri Balaji,Industrial Manufacturing Companies,
544185,Adtech Systems,Industrial Manufacturing Companies,
AURIGROW,Auri Grow India,Industrial Manufacturing Companies,
540519,Meera Industries,Industrial Manufacturing Companies,
SONAMAC,Sona Machinery,Industrial Manufacturing Companies,
538401,M E T S,Industrial Manufacturing Companies,
526931,Hariyana Ship,Industrial Manufacturing Companies,
500360,Rapicut Carbides,Industrial Manufacturing Companies,
544399,Srigee DLM,Industrial Manufacturing Companies,
544157,Vruddhi Engineer,Industrial Manufacturing Companies,
PRESSTONIC,Presstonic Engi.,Industrial Manufacturing Companies,
542801,Misquita Engg.,Industrial Manufacturing Companies,
522005,Austin Engg Co,Industrial Manufacturing Companies,
531233,Rasi Electrodes,Industrial Manufacturing Companies,
522152,Solitaire Mach.,Industrial Manufacturing Companies,
523752,Trans India,Industrial Manufacturing Companies,
MANUGRAPH,Manugraph India,Industrial Manufacturing Companies,
505336,Harshil Agrotech,Industrial Manufacturing Companies,
544607,Shining Tools,Industrial Manufacturing Companies,
522001,Cranex,Industrial Manufacturing Companies,
522027,EMA India,Industrial Manufacturing Companies,
530267,Arigato Universe,Industrial Manufacturing Companies,
505250,G G Dandekar,Industrial Manufacturing Companies,
543065,SM Auto Stamping,Industrial Manufacturing Companies,
539176,Hawa Engineers,Industrial Manufacturing Companies,
543460,Quality RO Indu.,Industrial Manufacturing Companies,
500246,Envair Electrody,Industrial Manufacturing Companies,
526043,Polymechplast Ma,Industrial Manufacturing Companies,
FAALCON,Faalcon Concepts,Industrial Manufacturing Companies,
522036,Miven Mach. Tool,Industrial Manufacturing Companies,
522267,Veejay Lak. Eng.,Industrial Manufacturing Companies,
542682,Harish Textile,Industrial Manufacturing Companies,
517397,Pan Electronics,Industrial Manufacturing Companies,
543606,Containe Tech.,Industrial Manufacturing Companies,
541178,Benara Bearings,Industrial Manufacturing Companies,
BOSS,Boss Packaging,Industrial Manufacturing Companies,
509015,Thakral Services,Industrial Manufacturing Companies,
526604,Lippi Systems,Industrial Manufacturing Companies,
ISHAN,Ishan Internat.,Industrial Manufacturing Companies,
505320,Lynx Machinery,Industrial Manufacturing Companies,
513575,Sterling Powerg.,Industrial Manufacturing Companies,
522237,Shivagrico Impl.,Industrial Manufacturing Companies,
544025,Arrowhead Sepera,Industrial Manufacturing Companies,
522245,Iykot Hitech,Industrial Manufacturing Companies,
531911,Galaxy Agrico,Industrial Manufacturing Companies,
538707,Rajasthan Cylind,Industrial Manufacturing Companies,
502271,Raasi Refractor,Industrial Manufacturing Companies,
512297,Shantai Indust.,Industrial Manufacturing Companies,
MARSHALL,Marshall Machin.,Industrial Manufacturing Companies,
505797,Mipco Seaml Ring,Industrial Manufacturing Companies,
PREMIER,Premier,Industrial Manufacturing Companies,
531661,Hittco Tools,Industrial Manufacturing Companies,
531944,Lexoraa Ind,Industrial Manufacturing Companies,
531594,Incon Engineers,Industrial Manufacturing Companies,
522171,TMT (I),Industrial Manufacturing Companies,
CUMMINSIND,Cummins India,Industrial Products Companies,
POLYCAB,Polycab India,Industrial Products Companies,
APLAPOLLO,APL Apollo Tubes,Industrial Products Companies,
SUPREMEIND,Supreme Inds.,Industrial Products Companies,
KEI,KEI Industries,Industrial Products Companies,
ASTRAL,Astral,Industrial Products Companies,
AIAENG,AIA Engineering,Industrial Products Companies,
PTCIL,PTC Industries,Industrial Products Companies,
TIMKEN,Timken India,Industrial Products Companies,
SHYAMMETL,Shyam Metalics,Industrial Products Companies,
HBLENGINE,HBL Engineering,Industrial Products Companies,
WELCORP,Welspun Corp,Industrial Products Companies,
GRINDWELL,Grindwell Norton,Industrial Products Companies,
RATNAMANI,Ratnamani Metals,Industrial Products Companies,
CARBORUNIV,Carborundum Uni.,Industrial Products Companies,
KIRLOSENG,Kirloskar Oil,Industrial Products Companies,
ELGIEQUIP,Elgi Equipments,Industrial Products Companies,
GPIL,Godawari Power,Industrial Products Companies,
RRKABEL,R R Kabel,Industrial Products Companies,
GALLANTT,Gallantt Ispat L,Industrial Products Companies,
USHAMART,Usha Martin,Industrial Products Companies,
KSB,KSB,Industrial Products Companies,
KIRLOSBROS,Kirl. Brothers,Industrial Products Companies,
INGERRAND,Ingersoll-Rand,Industrial Products Companies,
SHAILY,Shaily Engineer.,Industrial Products Companies,
FINCABLES,Finolex Cables,Industrial Products Companies,
GRAPHITE,Graphite India,Industrial Products Companies,
FINPIPE,Finolex Inds.,Industrial Products Companies,
JINDALSAW,Jindal Saw,Industrial Products Companies,
INOXINDIA,Inox India,Industrial Products Companies,
HEG,HEG,Industrial Products Companies,
HAPPYFORGE,Happy Forgings,Industrial Products Companies,
VESUVIUS,Vesuvius India,Industrial Products Companies,
SKFINDIA,SKF India,Industrial Products Companies,
RHIM,RHI Magnesita,Industrial Products Companies,
TIMETECHNO,Time Technoplast,Industrial Products Companies,
ESABINDIA,Esab India,Industrial Products Companies,
GRWRHITECH,Garware Hi Tech,Industrial Products Companies,
BORORENEW,Borosil Renew.,Industrial Products Companies,
MAHSEAMLES,Mah. Seamless,Industrial Products Companies,
SHAKTIPUMP,Shakti Pumps,Industrial Products Companies,
BALUFORGE,Balu Forge,Industrial Products Companies,
KIRLPNU,Kirl.Pneumatic,Industrial Products Companies,
EPL,EPL Ltd,Industrial Products Companies,
JAYNECOIND,Jayaswal Neco,Industrial Products Companies,
OSWALPUMPS,Oswal Pumps,Industrial Products Companies,
SUBROS,Subros,Industrial Products Companies,
SURYAROSNI,Surya Roshni,Industrial Products Companies,
