Symbol,Type,Sector,Mcap
523874,East India Drums,Commercial Services & Supplies Companies,
523289,Rama Vision,Commercial Services & Supplies Companies,
500159,Metroglobal,Commercial Services & Supplies Companies,
SIGIND,Signet Industrie,Commercial Services & Supplies Companies,
526971,Dhoot Indl.Fin,Commercial Services & Supplies Companies,
511018,MILGREY FIN.&INV,Commercial Services & Supplies Companies,
532262,TCI Industries,Commercial Services & Supplies Companies,
540570,Variman Global,Commercial Services & Supplies Companies,
531918,Hind.Appliances,Commercial Services & Supplies Companies,
UMAEXPORTS,Uma Exports,Commercial Services & Supplies Companies,
506530,Kemp & Co.,Commercial Services & Supplies Companies,
DTL,Diensten Tech,Commercial Services & Supplies Companies,
540730,Mehai Technology,Commercial Services & Supplies Companies,
AAATECH,AAA Technologies,Commercial Services & Supplies Companies,
MITCON,Mitcon Consult.,Commercial Services & Supplies Companies,
531959,Newtime Infra.,Commercial Services & Supplies Companies,
KANDARP,Kandarp Digi,Commercial Services & Supplies Companies,
539814,Le Lavoir,Commercial Services & Supplies Companies,
540809,MRC Agrotech,Commercial Services & Supplies Companies,
MMEL,Moving Media,Commercial Services & Supplies Companies,
509472,Cravatex,Commercial Services & Supplies Companies,
MOTOGENFIN,Motor & Gen Fin,Commercial Services & Supplies Companies,
543713,Droneacharya Aer,Commercial Services & Supplies Companies,
GOYALALUM,Goyal Aluminiums,Commercial Services & Supplies Companies,
533896,Fervent Synerg.,Commercial Services & Supplies Companies,
540613,Gautam Exim,Commercial Services & Supplies Companies,
539991,Confidence Fut.,Commercial Services & Supplies Companies,
DHRUV,Dhruv Consultanc,Commercial Services & Supplies Companies,
AISL,ANI Integrated,Commercial Services & Supplies Companies,
539561,Remedium Life,Commercial Services & Supplies Companies,
543991,Techknowgreen,Commercial Services & Supplies Companies,
WHITEFORCE,Happy Square,Commercial Services & Supplies Companies,
541702,Ashnisha Indus.,Commercial Services & Supplies Companies,
SFML,Supreme Facility,Commercial Services & Supplies Companies,
539041,Ganesha Ecoverse,Commercial Services & Supplies Companies,
523844,Constronics,Commercial Services & Supplies Companies,
526241,Amrapali Inds.,Commercial Services & Supplies Companies,
531592,Genpharmasec,Commercial Services & Supplies Companies,
535620,Binny Mills,Commercial Services & Supplies Companies,
517238,Dynavision,Commercial Services & Supplies Companies,
544370,Nukleus Office,Commercial Services & Supplies Companies,
540377,IFL Enterprises,Commercial Services & Supplies Companies,
531205,Spright Agro,Commercial Services & Supplies Companies,
542668,Evans Electric,Commercial Services & Supplies Companies,
530689,Lykis,Commercial Services & Supplies Companies,
512485,Dhanlaxmi Cotex,Commercial Services & Supplies Companies,
539222,Growington Vent,Commercial Services & Supplies Companies,
501430,Bombay Cycle,Commercial Services & Supplies Companies,
540361,Danube Industrie,Commercial Services & Supplies Companies,
526481,Phoenix Intl.,Commercial Services & Supplies Companies,
522235,Minal Industries,Commercial Services & Supplies Companies,
544287,Mangal Compuso.,Commercial Services & Supplies Companies,
523650,Yash Innoventure,Commercial Services & Supplies Companies,
542145,Roni Households,Commercial Services & Supplies Companies,
CHAMUNDA,Chamunda Ele.,Commercial Services & Supplies Companies,
540190,Franklin Indust.,Commercial Services & Supplies Companies,
533202,Satchmo Holdings,Commercial Services & Supplies Companies,
531743,Hira Automobile,Commercial Services & Supplies Companies,
FMNL,Future Market,Commercial Services & Supplies Companies,
540786,Sharika Enterpr.,Commercial Services & Supplies Companies,
ICDSLTD,ICDS,Commercial Services & Supplies Companies,
531931,Sai Capital,Commercial Services & Supplies Companies,
SERVICE,Service Care Ltd,Commercial Services & Supplies Companies,
BMETRICS,Bombay Metrics,Commercial Services & Supplies Companies,
509046,Triliance Poly,Commercial Services & Supplies Companies,
524488,SVC Industries,Commercial Services & Supplies Companies,
540843,Rithwik Facility,Commercial Services & Supplies Companies,
WEWIN,We Win Ltd,Commercial Services & Supplies Companies,
543410,DMR Engineering,Commercial Services & Supplies Companies,
543194,Nirmitee Robotic,Commercial Services & Supplies Companies,
531137,Gemstone Invest.,Commercial Services & Supplies Companies,
531297,Artefact Project,Commercial Services & Supplies Companies,
532911,Parle Industries,Commercial Services & Supplies Companies,
531067,Contil India,Commercial Services & Supplies Companies,
KSR,KSR Footwear,Commercial Services & Supplies Companies,
ABMINTLLTD,A B M Internatl.,Commercial Services & Supplies Companies,
530213,Fortune Interntl,Commercial Services & Supplies Companies,
544426,Icon Facil.,Commercial Services & Supplies Companies,
514060,Newtrac Foods,Commercial Services & Supplies Companies,
512589,Sita Enterprises,Commercial Services & Supplies Companies,
KONTOR,Kontor Space,Commercial Services & Supplies Companies,
501370,Walchand People,Commercial Services & Supplies Companies,
544372,Shreenath Paper,Commercial Services & Supplies Companies,
544270,Khyati Global,Commercial Services & Supplies Companies,
HRHNEXT,HRH Next,Commercial Services & Supplies Companies,
530909,ERP Soft Systems,Commercial Services & Supplies Companies,
AKG,AKG Exim,Commercial Services & Supplies Companies,
CADSYS,Cadsys (India),Commercial Services & Supplies Companies,
543319,AA Plus Trade,Commercial Services & Supplies Companies,
531190,Tavernier Res.,Commercial Services & Supplies Companies,
512115,Rose Merc.,Commercial Services & Supplies Companies,
MIEL,Manglam Infra,Commercial Services & Supplies Companies,
531744,Gini Silk Mills,Commercial Services & Supplies Companies,
524723,Bijoy Hans,Commercial Services & Supplies Companies,
TRIDHYA,Tridhya Tech,Commercial Services & Supplies Companies,
PHOGLOBAL,Phoenix Overseas,Commercial Services & Supplies Companies,
530289,S P Capital Fin.,Commercial Services & Supplies Companies,
541196,Lex Nimble Solu.,Commercial Services & Supplies Companies,
521232,Sunil Industries,Commercial Services & Supplies Companies,
513295,IMEC Services,Commercial Services & Supplies Companies,
505343,Monotype India,Commercial Services & Supplies Companies,
504810,Informed Techn.,Commercial Services & Supplies Companies,
539012,Megri Soft,Commercial Services & Supplies Companies,
500370,Salora Intl.,Commercial Services & Supplies Companies,
532154,Johnson Pharma,Commercial Services & Supplies Companies,
531930,Sarthak Industri,Commercial Services & Supplies Companies,
540696,KCD Industries,Commercial Services & Supplies Companies,
532105,Mega Fin (India),Commercial Services & Supplies Companies,
539246,Jyotirgamya Ent.,Commercial Services & Supplies Companies,
539938,Medico Intercon.,Commercial Services & Supplies Companies,
542803,Vaxfab Enterp.,Commercial Services & Supplies Companies,
501314,Prismx Global,Commercial Services & Supplies Companies,
533602,Lesha Industries,Commercial Services & Supplies Companies,
512425,Nirav Commercial,Commercial Services & Supplies Companies,
539335,Callista Indus.,Commercial Services & Supplies Companies,
530309,Chandra Pr. Intl,Commercial Services & Supplies Companies,
505523,Mah. Corporation,Commercial Services & Supplies Companies,
532007,Shreevatsaa Fin.,Commercial Services & Supplies Companies,
544011,Vrundavan Planta,Commercial Services & Supplies Companies,
519532,Asian Tea & Exp,Commercial Services & Supplies Companies,
542627,Chandni Machines,Commercial Services & Supplies Companies,
540756,Kaarya Facilit.,Commercial Services & Supplies Companies,
524675,Kabsons Industri,Commercial Services & Supplies Companies,
540914,SRU Steels,Commercial Services & Supplies Companies,
511716,Invigorated Bus.,Commercial Services & Supplies Companies,
517077,Ind-Agiv Commer.,Commercial Services & Supplies Companies,
531178,Hemang Resources,Commercial Services & Supplies Companies,
531780,Kaiser Corporat.,Commercial Services & Supplies Companies,
CONTI,Continental Seed,Commercial Services & Supplies Companies,
543352,Platinumone Bus.,Commercial Services & Supplies Companies,
531502,Esaar (India),Commercial Services & Supplies Companies,
531402,LWS Knitwear,Commercial Services & Supplies Companies,
512565,Neelkanth,Commercial Services & Supplies Companies,
531737,Greencrest Finan,Commercial Services & Supplies Companies,
512441,Enbee Trade,Commercial Services & Supplies Companies,
517360,SBEC Systems,Commercial Services & Supplies Companies,
ACEINTEG,Ace Integrated,Commercial Services & Supplies Companies,
501351,Rapid Invest.,Commercial Services & Supplies Companies,
531893,Sawaca Enterpri.,Commercial Services & Supplies Companies,
530055,Harmony Capital,Commercial Services & Supplies Companies,
512624,Regent Enterp.,Commercial Services & Supplies Companies,
522289,NMS Global,Commercial Services & Supplies Companies,
539097,UR Sugar,Commercial Services & Supplies Companies,
519230,Kisaan Parivar,Commercial Services & Supplies Companies,
541983,Innovative Ideal,Commercial Services & Supplies Companies,
501622,Amalgamated Elec,Commercial Services & Supplies Companies,
539584,Sharanam Infra,Commercial Services & Supplies Companies,
531203,Tradewell Hold,Commercial Services & Supplies Companies,
539526,Suncare Traders,Commercial Services & Supplies Companies,
541444,Palm Jewels,Commercial Services & Supplies Companies,
539409,Neeraj Paper Mkt,Commercial Services & Supplies Companies,
530025,Samyak Internati,Commercial Services & Supplies Companies,
531029,Bharat Textiles,Commercial Services & Supplies Companies,
539900,Dalmia Industria,Commercial Services & Supplies Companies,
512064,Vishvprabha Ven.,Commercial Services & Supplies Companies,
540144,DRA Consultants,Commercial Services & Supplies Companies,
RAMGOPOLY,Ramgopal Polytex,Commercial Services & Supplies Companies,
531360,Golech.Glob.Fin.,Commercial Services & Supplies Companies,
519483,Tai Industries,Commercial Services & Supplies Companies,
531191,Filtron Engineer,Commercial Services & Supplies Companies,
542446,Jonjua Overseas,Commercial Services & Supplies Companies,
543372,Getalong Enterp.,Commercial Services & Supplies Companies,
512301,Chambal Brewer,Commercial Services & Supplies Companies,
503641,Zodiac Vent.,Commercial Services & Supplies Companies,
530697,Zenlabs Ethica,Commercial Services & Supplies Companies,
501477,Muller & Phipps,Commercial Services & Supplies Companies,
538568,Fruition Venture,Commercial Services & Supplies Companies,
538496,Tarini Internat.,Commercial Services & Supplies Companies,
538895,Mihika Industrie,Commercial Services & Supplies Companies,
511601,Yash Mgmt & Sat.,Commercial Services & Supplies Companies,
540703,Pro CLB,Commercial Services & Supplies Companies,
512591,Pulsar Intl.,Commercial Services & Supplies Companies,
512443,Ganon Products,Commercial Services & Supplies Companies,
530907,S I Cap. & Fin.,Commercial Services & Supplies Companies,
524414,Norris Medicines,Commercial Services & Supplies Companies,
539149,Integ. Capital,Commercial Services & Supplies Companies,
540259,Shangar Decor,Commercial Services & Supplies Companies,
540243,New Light Industries,Commercial Services & Supplies Companies,
530445,Sumeru Industrie,Commercial Services & Supplies Companies,
530177,VK Global,Commercial Services & Supplies Companies,
SHYAMTEL,Shyam Telecom,Commercial Services & Supplies Companies,
PLADAINFO,Plada Infotech S,Commercial Services & Supplies Companies,
540132,Sabrimala Indus.,Commercial Services & Supplies Companies,
530917,R R Securities,Commercial Services & Supplies Companies,
543516,Dhyaani Trade,Commercial Services & Supplies Companies,
530809,BNR Udyog,Commercial Services & Supplies Companies,
538452,Quasar India,Commercial Services & Supplies Companies,
531553,Disha Resources,Commercial Services & Supplies Companies,
538579,Zinema Media,Commercial Services & Supplies Companies,
523782,Mitshi India,Commercial Services & Supplies Companies,
540266,Globe Commercial,Commercial Services & Supplies Companies,
530571,Explicit Finance,Commercial Services & Supplies Companies,
508980,Frontier Capital,Commercial Services & Supplies Companies,
TRANSWIND,Transwind Infra.,Commercial Services & Supplies Companies,
512279,N2N Technologies,Commercial Services & Supplies Companies,
523896,AVI Products,Commercial Services & Supplies Companies,
531158,Catvision Ltd,Commercial Services & Supplies Companies,
542477,Gleam Fabmat,Commercial Services & Supplies Companies,
514400,Garware Synth,Commercial Services & Supplies Companies,
504378,Nyssa Corp.,Commercial Services & Supplies Companies,
531506,Shukra Bullions,Commercial Services & Supplies Companies,
531017,Arihant's Secur.,Commercial Services & Supplies Companies,
514460,Oswal Yarns,Commercial Services & Supplies Companies,
540811,Diggi Multitrade,Commercial Services & Supplies Companies,
530993,Sarthak Global,Commercial Services & Supplies Companies,
531334,Vikalp Securitie,Commercial Services & Supplies Companies,
514378,Yarn Syndicate,Commercial Services & Supplies Companies,
531240,Shamrock Indl.,Commercial Services & Supplies Companies,
539014,Kalpa Commer.,Commercial Services & Supplies Companies,
523519,Universal Office,Commercial Services & Supplies Companies,
530251,Risa Internatio.,Commercial Services & Supplies Companies,
539449,IGC Industries,Commercial Services & Supplies Companies,
512415,Mercury Trade Li,Commercial Services & Supplies Companies,
531465,Nouveau Global,Commercial Services & Supplies Companies,
531585,Devine Impex,Commercial Services & Supplies Companies,
524628,Parker Agrochem,Commercial Services & Supplies Companies,
511187,Millen. Online,Commercial Services & Supplies Companies,
530797,Sh. Ganesh Elas.,Commercial Services & Supplies Companies,
523151,OTCO Intl,Commercial Services & Supplies Companies,
FALCONTECH,Falcon,Commercial Services & Supplies Companies,
503659,SW Investments,Commercial Services & Supplies Companies,
512109,Aviva Industries,Commercial Services & Supplies Companies,
504397,Ganesh Holdings,Commercial Services & Supplies Companies,
512169,Capricorn System,Commercial Services & Supplies Companies,
538569,Triveni Enterpri,Commercial Services & Supplies Companies,
540267,Flora Corporatio,Commercial Services & Supplies Companies,
538351,A F Enterprises,Commercial Services & Supplies Companies,
511563,Sanchay Finvest,Commercial Services & Supplies Companies,
538667,Sirohia & Sons,Commercial Services & Supplies Companies,
512097,Saianand Commer.,Commercial Services & Supplies Companies,
543500,Evoq Remedies,Commercial Services & Supplies Companies,
542524,Ambassador Intra,Commercial Services & Supplies Companies,
503639,Apollo Ingredie.,Commercial Services & Supplies Companies,
524055,Panther Indl. Pr,Commercial Services & Supplies Companies,
526865,Jainco Projects,Commercial Services & Supplies Companies,
530161,Garodia Chemical,Commercial Services & Supplies Companies,
539032,Fraser & Company,Commercial Services & Supplies Companies,
535205,Mystic Electron.,Commercial Services & Supplies Companies,
524580,Priya,Commercial Services & Supplies Companies,
526574,Enterprise Intl.,Commercial Services & Supplies Companies,
504369,Grandma Trading,Commercial Services & Supplies Companies,
526439,Ambitious Plasto,Commercial Services & Supplies Companies,
526525,Worldwide Alumi.,Commercial Services & Supplies Companies,
542025,Sun Retail,Commercial Services & Supplies Companies,
526877,Siddhes. Garment,Commercial Services & Supplies Companies,
512344,Aravali Sec,Commercial Services & Supplies Companies,
512153,M Lakhamsi Ind,Commercial Services & Supplies Companies,
535204,Mukta Agricultur,Commercial Services & Supplies Companies,
503772,Modella Woollens,Commercial Services & Supplies Companies,
539406,Swagtam Trading,Commercial Services & Supplies Companies,
526675,Tirth Plastic,Commercial Services & Supplies Companies,
517044,Intl. Data Mgt.,Commercial Services & Supplies Companies,
504356,Multipurpose Trd,Commercial Services & Supplies Companies,
511585,Befound Movement,Commercial Services & Supplies Companies,
503675,Wagend Infra,Commercial Services & Supplies Companies,
524590,Hemo Organic,Commercial Services & Supplies Companies,
531775,Cistro Telelink,Commercial Services & Supplies Companies,
515127,Ramasigns Indus.,Commercial Services & Supplies Companies,
532139,G-Tech Info.,Commercial Services & Supplies Companies,
501144,Peoples Invest,Commercial Services & Supplies Companies,
539005,Jayatma Enterp.,Commercial Services & Supplies Companies,
532645,Beeyu Overseas,Commercial Services & Supplies Companies,
531515,Mahan Industries,Commercial Services & Supplies Companies,
531039,Swadha Nature,Commercial Services & Supplies Companies,
530581,Ekam Leasing,Commercial Services & Supplies Companies,
521003,Shiva Suitings,Commercial Services & Supplies Companies,
506906,Saptak Chem &,Commercial Services & Supplies Companies,
542155,Diksha Greens,Commercial Services & Supplies Companies,
509917,Technojet Cons.,Commercial Services & Supplies Companies,
512062,Sanmitra Commerc,Commercial Services & Supplies Companies,
512063,Wardwizard Healt,Commercial Services & Supplies Companies,
526009,Procal Electroni,Commercial Services & Supplies Companies,
LT,Larsen & Toubro,Construction Companies,
RVNL,Rail Vikas,Construction Companies,
NBCC,NBCC,Construction Companies,
IRB,IRB Infra.Devl.,Construction Companies,
KPIL,Kalpataru Proj.,Construction Companies,
KEC,KEC International,Construction Companies,
AFCONS,Afcons Infrastr.,Construction Companies,
IRCON,Ircon Intl.,Construction Companies,
CEMPRO,Cemindia Project,Construction Companies,
TECHNOE,Techno Elec.Engg,Construction Companies,
ENGINERSIN,Engineers India,Construction Companies,
RITES,Rites,Construction Companies,
NCC,NCC,Construction Companies,
GRINFRA,G R Infraproject,Construction Companies,
DBL,Dilip Buildcon,Construction Companies,
WELENT,Welspun Enterp,Construction Companies,
POWERMECH,Power Mech Proj.,Construction Companies,
AHLUCONT,Ahluwalia Contr.,Construction Companies,
PNCINFRA,PNC Infratech,Construction Companies,
SHREMINVIT,Shrem InvIT,Construction Companies,
ISGEC,ISGEC Heavy,Construction Companies,
MANINFRA,Man Infra,Construction Companies,
HGINFRA,H.G. Infra Engg.,Construction Companies,
HCC,Hind.Construct.,Construction Companies,
SWSOLAR,Sterling & Wils.,Construction Companies,
ASHOKA,Ashoka Buildcon,Construction Companies,
JKIL,J Kumar Infra,Construction Companies,
KNRCON,KNR Construct.,Construction Companies,
CEIGALL,Ceigall India,Construction Companies,
INTERARCH,Interarch Build.,Construction Companies,
RAMKY,Ramky Infra,Construction Companies,
PSPPROJECT,PSP Projects,Construction Companies,
PATELENG,Patel Engineerin,Construction Companies,
GKENERGY,GK Energy,Construction Companies,
BGRENERGY,BGR Energy Sys.,Construction Companies,
NXT-INFRA,Nxt-Infra Trust,Construction Companies,
SOLARWORLD,Solarworld Ene.,Construction Companies,
VIKRAN,Vikran Engg.,Construction Companies,
505504,GHV Infra,Construction Companies,
CAPACITE,Capacit'e Infra.,Construction Companies,
SIMPLEXINF,Simplex Infra,Construction Companies,
MBEL,M & B Engineer.,Construction Companies,
CAPINVIT,Capital Infra,Construction Companies,
GARUDA,Garuda Cons,Construction Companies,
SEPC,SEPC,Construction Companies,
SPMLINFRA,SPML Infra,Construction Companies,
GPTINFRA,GPT Infraproject,Construction Companies,
SRM,SRM Contractors,Construction Companies,
ABINFRA,A B Infrabuild,Construction Companies,
SSEGL,Sathlokhar Sys.,Construction Companies,
BLKASHYAP,B.L.Kashyap,Construction Companies,
OMINFRAL,Om Infra,Construction Companies,
JPASSOCIAT,JP Associates,Construction Companies,
VPRPL,Vishnu Prakash R,Construction Companies,
GANESHIN,Ganesh Infra.,Construction Companies,
GGBL,Ganesh Green,Construction Companies,
VIVIANA,Viviana Power,Construction Companies,
LIKHITHA,Likhitha Infra.,Construction Companies,
544354,Solarium Green,Construction Companies,
DBEIL,Deepak Builders,Construction Companies,
MBLINFRA,MBL Infrast,Construction Companies,
GVKPIL,GVK Power Infra.,Construction Companies,
RPPINFRA,RPP Infra Proj.,Construction Companies,
WSI,W S Inds.,Construction Companies,
ZODIAC,Zodiac Energy,Construction Companies,
MOLDTECH,Mold-Tek Technol,Construction Companies,
544504,Goel Construct.,Construction Companies,
ATMASTCO,Atmastco Ltd,Construction Companies,
TICL,Twamev Constr.,Construction Companies,
SAVY,Savy Infra,Construction Companies,
IL&FSENGG,IL&FS Engg.,Construction Companies,
GLOBECIVIL,Globe Civil,Construction Companies,
511634,Dugar Housing,Construction Companies,
MARKOLINES,Markolines Pavem,Construction Companies,
ATLANTAA,Atlantaa,Construction Companies,
535693,Brahmaputra Inf.,Construction Companies,
AVPINFRA,AVP Infracon,Construction Companies,
GIRIRAJ,Giriraj Civil,Construction Companies,
539894,Madhav Infra,Construction Companies,
544335,B.R.Goyal Infra.,Construction Companies,
A2ZINFRA,A2Z Infra Engg.,Construction Companies,
PRATHAM,Pratham EPC,Construction Companies,
CURRENT,Current Infra.,Construction Companies,
543391,Suyog Gurbaxani,Construction Companies,
CHAVDA,Chavda Infra Ltd,Construction Companies,
UNIVASTU,Univastu India,Construction Companies,
544511,Karbonsteel Eng.,Construction Companies,
REPL,Rudrabhish. Ent.,Construction Companies,
HVAX,HVAX Technolog.,Construction Companies,
GAYAPROJ,Gayatri Projects,Construction Companies,
NIRAJ,Niraj Cement,Construction Companies,
SUPREMEINF,Supreme Infra.,Construction Companies,
BRNL,Bharat Road,Construction Companies,
KCEIL,Kay Cee,Construction Companies,
539112,SAB Industries,Construction Companies,
WINSOL,Winsol Engineers,Construction Companies,
AESTHETIK,Aesthetik Engi.,Construction Companies,
SADBHAV,Sadbhav Engg.,Construction Companies,
NAVKARURB,Navkar Urban.,Construction Companies,
544387,Desco Infra.,Construction Companies,
MAYASHEEL,Mayasheel Vent.,Construction Companies,
504273,Modulex Const.,Construction Companies,
HECPROJECT,HEC Infra Proj.,Construction Companies,
TARMAT,Tarmat,Construction Companies,
RKEC,RKEC Projects,Construction Companies,
USK,Udayshivakumar,Construction Companies,
MRIL,Mahendra Realtor,Construction Companies,
READYMIX,Readymix Cons.,Construction Companies,
SADBHIN,Sadbhav Infra.,Construction Companies,
531260,Refex Renewables,Construction Companies,
514360,K&R Rail Engine.,Construction Companies,
542057,BCPL Railway,Construction Companies,
LAKSHYA,Lakshya Powertec,Construction Companies,
544565,Valplast Technol,Construction Companies,
531540,Maruti Infra.,Construction Companies,
544498,Oval Projects,Construction Companies,
544544,Telge Projects,Construction Companies,
SEMAC,Semac Construct,Construction Companies,
543544,Jayant Infratech,Construction Companies,
SONUINFRA,Sonu Infratech,Construction Companies,
IL&FSTRANS,IL&FS Transport,Construction Companies,
K2INFRA,K2 Infragen,Construction Companies,
SUNTECH,Suntech Infra.,Construction Companies,
544349,H.M. Electro,Construction Companies,
KONSTELEC,Konstelec Engg.,Construction Companies,
BANKA,Banka Bioloo,Construction Companies,
TGL,Teerth Gopicon,Construction Companies,
519331,VSF Projects,Construction Companies,
SAMAY,Samay Project,Construction Companies,
538833,Kaizen Agro,Construction Companies,
RILINFRA,Rachana Infra.,Construction Companies,
544259,Popular Found.,Construction Companies,
522231,Conart Engineers,Construction Companies,
TPHQ,Teamo Production,Construction Companies,
544561,Chiraharit,Construction Companies,
544121,Rudra Gas,Construction Companies,
543375,Promax Power,Construction Companies,
INTEGRITY,Integrity Infra.,Construction Companies,
536659,PVV Infra Ltd,Construction Companies,
531900,CCL Internationa,Construction Companies,
539762,Modern Engineer.,Construction Companies,
SECL,Salasar Exterior,Construction Companies,
RULKA,Rulka,Construction Companies,
AGNI,Agni Green,Construction Companies,
MADHUCON,Madhucon Project,Construction Companies,
536846,Yuranus Infrast.,Construction Companies,
509762,Mapro Industries,Construction Companies,
AKASH,Akash InfraProj.,Construction Companies,
544313,Nacdac Infra.,Construction Companies,
VLINFRA,V.L.Infraproject,Construction Companies,
KRIDHANINF,Kridhan Infra,Construction Companies,
MANAV,Manav Infra,Construction Companies,
536073,Julien Agro,Construction Companies,
541945,Ranjeet Mechatr.,Construction Companies,
541112,Shreeshay Engi.,Construction Companies,
531870,Popular Estate,Construction Companies,
540147,Shashijit Infra.,Construction Companies,
541735,Vivanta Indust.,Construction Companies,
SKIL,SKIL Infrastr,Construction Companies,
AILIMITED,Abhishek Integr.,Construction Companies,
540150,Mewar Hi-Tech,Construction Companies,
531784,KCL Infra,Construction Companies,
537840,Raunaq Intl.,Construction Companies,
532676,P B A Infra.,Construction Companies,
540134,Ishaan Infrastru,Construction Companies,
SETUINFRA,Setubandhan Inf.,Construction Companies,
526839,Shelter Infra,Construction Companies,
508860,Diamant Infra.,Construction Companies,
COALINDIA,Coal India,Consumable Fuels Companies,
SANDUMA,Sandur Manganese,Consumable Fuels Companies,
ANMOL,Anmol India,Consumable Fuels Companies,
543617,Reetech Intl,Consumable Fuels Companies,
513579,Foundry Fuel,Consumable Fuels Companies,
TITAN,Titan Company,Consumer Durables Companies,
ASIANPAINT,Asian Paints,Consumer Durables Companies,
LGEINDIA,LG Electronics,Consumer Durables Companies,
HAVELLS,Havells India,Consumer Durables Companies,
DIXON,Dixon Technolog.,Consumer Durables Companies,
BERGEPAINT,Berger Paints,Consumer Durables Companies,
KALYANKJIL,Kalyan Jewellers,Consumer Durables Companies,
VOLTAS,Voltas,Consumer Durables Companies,
BLUESTARCO,Blue Star,Consumer Durables Companies,
METROBRAND,Metro Brands,Consumer Durables Companies,
AMBER,Amber Enterp.,Consumer Durables Companies,
KANSAINER,Kansai Nerolac,Consumer Durables Companies,
CENTURYPLY,Century Plyboard,Consumer Durables Companies,
KAJARIACER,Kajaria Ceramics,Consumer Durables Companies,
CROMPTON,Crompton Gr. Con,Consumer Durables Companies,
AKZOINDIA,Akzo Nobel,Consumer Durables Companies,
PGEL,PG Electroplast,Consumer Durables Companies,
VGUARD,V-Guard Industri,Consumer Durables Companies,
BATAINDIA,Bata India,Consumer Durables Companies,
CELLO,Cello World,Consumer Durables Companies,
EUREKAFORB,Eureka Forbes,Consumer Durables Companies,
WHIRLPOOL,Whirlpool India,Consumer Durables Companies,
SAFARI,Safari Inds.,Consumer Durables Companies,
RELAXO,Relaxo Footwear,Consumer Durables Companies,
THANGAMAYL,Thangamayil Jew.,Consumer Durables Companies,
TTKPRESTIG,TTK Prestige,Consumer Durables Companies,
PNGJL,P N Gadgil Jewe.,Consumer Durables Companies,
CAMPUS,Campus Activewe.,Consumer Durables Companies,
PCJEWELLER,PC Jeweller,Consumer Durables Companies,
BLUESTONE,Bluestone Jewel,Consumer Durables Companies,
ETHOSLTD,Ethos Ltd,Consumer Durables Companies,
REDTAPE,Redtape,Consumer Durables Companies,
CERA,Cera Sanitary.,Consumer Durables Companies,
SFL,Sheela Foam,Consumer Durables Companies,
IFBIND,IFB Industries,Consumer Durables Companies,
GREENLAM,Greenlam Industr,Consumer Durables Companies,
SYMPHONY,Symphony,Consumer Durables Companies,
INDIGOPNTS,Indigo Paints,Consumer Durables Companies,
BAJAJELEC,Bajaj Electrical,Consumer Durables Companies,
RESPONIND,Responsive Ind,Consumer Durables Companies,
RAJESHEXPO,Rajesh Exports,Consumer Durables Companies,
SKYGOLD,Sky Gold & Diam.,Consumer Durables Companies,
MIDWESTLTD,Midwest,Consumer Durables Companies,
SENCO,Senco Gold,Consumer Durables Companies,
VIPIND,V I P Inds.,Consumer Durables Companies,
508486,Hawkins Cookers,Consumer Durables Companies,
GOLDIAM,Goldiam Intl.,Consumer Durables Companies,
JCHAC,Johnson Con. Hit,Consumer Durables Companies,
VAIBHAVGBL,Vaibhav Global,Consumer Durables Companies,
ORIENTELEC,Orient Electric,Consumer Durables Companies,
BOROLTD,Borosil,Consumer Durables Companies,
STYLAMIND,Stylam Industrie,Consumer Durables Companies,
EUROPRATIK,Euro Pratik Sale,Consumer Durables Companies,
GREENPLY,Greenply Industr,Consumer Durables Companies,
500414,Timex Group,Consumer Durables Companies,
DPABHUSHAN,D.P. Abhushan,Consumer Durables Companies,
GREENPANEL,Greenpanel Inds.,Consumer Durables Companies,
KDDL,KDDL Ltd,Consumer Durables Companies,
SIRCA,Sirca Paints,Consumer Durables Companies,
CARYSIL,Carysil,Consumer Durables Companies,
POKARNA,Pokarna,Consumer Durables Companies,
HINDWAREAP,Hindware Home In,Consumer Durables Companies,
EPACK,Epack Durable,Consumer Durables Companies,
WEL,Wonder Electric.,Consumer Durables Companies,
LAOPALA,La Opala RG,Consumer Durables Companies,
MAYURUNIQ,Mayur Uniquoters,Consumer Durables Companies,
SHRINGARMS,Shringar House,Consumer Durables Companies,
NILKAMAL,Nilkamal Ltd,Consumer Durables Companies,
STOVEKRAFT,Stove Kraft,Consumer Durables Companies,
NITCO,Nitco,Consumer Durables Companies,
543953,Khazanchi Jewell,Consumer Durables Companies,
ALLTIME,All Time Plastic,Consumer Durables Companies,
SOMANYCERA,Somany Ceramics,Consumer Durables Companies,
MOTISONS,Motisons Jewel,Consumer Durables Companies,
ASIANTILES,Asian Granito,Consumer Durables Companies,
SHANTIGOLD,Shanti Gold,Consumer Durables Companies,
IKIO,IKIO Tech,Consumer Durables Companies,
RGL,Renaiss. Global,Consumer Durables Companies,
LGHL,Laxmi Goldorna,Consumer Durables Companies,
543597,Virtuoso Optoel.,Consumer Durables Companies,
SAFEENTP,Safe Enterprises,Consumer Durables Companies,
STANLEY,Stanley Lifesty.,Consumer Durables Companies,
BUTTERFLY,Butterfly Gan Ap,Consumer Durables Companies,
BIRLANU,BirlaNu Ltd,Consumer Durables Companies,
TBZ,T B Z,Consumer Durables Companies,
543709,PNGS Gargi FJ,Consumer Durables Companies,
531847,Asian Star Co.,Consumer Durables Companies,
