Symbol,Type,Sector,Mcap
PRIVISCL,Privi Speci.,Chemicals & Petrochemicals Companies,12505
SHRIPISTON,Shriram Pistons,Auto Components Companies,12501
BATAINDIA,Bata India,Consumer Durables Companies,12428
CELLO,Cello World,Consumer Durables Companies,12410
PCBL,PCBL Chemical,Chemicals & Petrochemicals Companies,12351
EUREKAFORB,Eureka Forbes,Consumer Durables Companies,12291
SAMMAANCAP,Sammaan Capital,Finance Companies,12286
BSOFT,Birlasoft Ltd,IT - Software Companies,12054
NSLNISP,NMDC Steel,Ferrous Metals Companies,12054
WHIRLPOOL,Whirlpool India,Consumer Durables Companies,12046
CANFINHOME,Can Fin Homes,Finance Companies,11995
AAVAS,AAVAS Financiers,Finance Companies,11854
SPLPETRO,Supreme Petroch.,Chemicals & Petrochemicals Companies,11817
SAFARI,Safari Inds.,Consumer Durables Companies,11657
CANHLIFE,Canara HSBC,Insurance Companies,11654
SBFC,SBFC Finance,Finance Companies,11652
MGL,Mahanagar Gas,Gas Companies,11557
INGERRAND,Ingersoll-Rand,Industrial Products Companies,11486
SHAILY,Shaily Engineer.,Industrial Products Companies,11467
ACE,Action Const.Eq.,"Agricultural, Commercial & Construction Vehicles Companies",11459
BLACKBUCK,Blackbuck,Transport Services Companies,11426
ENGINERSIN,Engineers India,Construction Companies,11393
HOMEFIRST,Home First Finan,Finance Companies,11367
J&KBANK,J & K Bank,Banks,11359
JWL,Jupiter Wagons,Industrial Manufacturing Companies,11336
FINCABLES,Finolex Cables,Industrial Products Companies,11265
AETHER,Aether Industri.,Chemicals & Petrochemicals Companies,11239
GODREJAGRO,Godrej Agrovet,Food Products Companies,11211
TI,Tilaknagar Inds.,Beverages Companies,11175
AVANTIFEED,Avanti Feeds,Food Products Companies,11167
RITES,Rites,Construction Companies,11028
JUBLINGREA,Jubilant Ingrev.,Chemicals & Petrochemicals Companies,10947
TDPOWERSYS,TD Power Systems,Electrical Equipment Companies,10883
ALIVUS,Alivus Life,Pharmaceuticals & Biotechnology Companies,10842
SCI,S C I,Transport Services Companies,10819
RAILTEL,Railtel Corpn.,Telecom - Services Companies,10731
SANOFICONR,Sanofi Consumer,Pharmaceuticals & Biotechnology Companies,10721
PVRINOX,PVR Inox,Entertainment Companies,10714
BANCOINDIA,Banco Products,Auto Components Companies,10696
JYOTHYLAB,Jyothy Labs,Household Products Companies,10655
ELECON,Elecon Engg.Co,Electrical Equipment Companies,10647
TITAGARH,Titagarh Rail,Industrial Manufacturing Companies,10626
PRUDENT,Prudent Corp.,Capital Markets Companies,10610
NCC,NCC,Construction Companies,10558
TSFINV,Tsf Investments,Finance Companies,10537
AZAD,Azad Engineering,Electrical Equipment Companies,10506
GRAPHITE,Graphite India,Industrial Products Companies,10501
FINPIPE,Finolex Inds.,Industrial Products Companies,10494
RUBICON,Rubicon Research,Pharmaceuticals & Biotechnology Companies,10475
VIJAYA,Vijaya Diagnost.,Healthcare Services Companies,10451
LUMAXTECH,Lumax Auto Tech.,Auto Components Companies,10393
SOUTHBANK,South Ind.Bank,Banks,10392
UJJIVANSFB,Ujjivan Small,Banks,10351
JINDALSAW,Jindal Saw,Industrial Products Companies,10334
INOXINDIA,Inox India,Industrial Products Companies,10327
SANSERA,Sansera Enginee.,Auto Components Companies,10311
WAAREERTL,Waaree Renewab.,Electrical Equipment Companies,10269
IXIGO,Le Travenues,Leisure Services Companies,10196
GRINFRA,G R Infraproject,Construction Companies,10186
HCG,Health.Global,Healthcare Services Companies,10153
SONATSOFTW,Sonata Software,IT - Software Companies,10129
RELAXO,Relaxo Footwear,Consumer Durables Companies,10070
HEG,HEG,Industrial Products Companies,10044
543925,Maple Inf. Trust,Transport Infrastructure Companies,10022
THANGAMAYL,Thangamayil Jew.,Consumer Durables Companies,10019
OLECTRA,Olectra Greentec,Automobiles Companies,9997
SANOFI,Sanofi India,Pharmaceuticals & Biotechnology Companies,9972
METROPOLIS,Metropolis Healt,Healthcare Services Companies,9972
HFCL,HFCL,Telecom - Services Companies,9959
EMBDL,Embassy Develop,Realty Companies,9949
EDELWEISS,Edelweiss.Fin.,Finance Companies,9939
IIFLCAPS,IIFL Capital,Capital Markets Companies,9926
SANDUMA,Sandur Manganese,Consumable Fuels Companies,9818
CUPID,Cupid,Personal Products Companies,9802
HAPPYFORGE,Happy Forgings,Industrial Products Companies,9799
VARROC,Varroc Engineer,Auto Components Companies,9749
VESUVIUS,Vesuvius India,Industrial Products Companies,9746
MEDPLUS,Medplus Health,Retailing Companies,9711
RKFORGE,Ramkrishna Forg.,Auto Components Companies,9619
TTML,Tata Tele. Mah.,Telecom - Services Companies,9607
PGHL,P & G Health Ltd,Pharmaceuticals & Biotechnology Companies,9483
ABFRL,Aditya Bir. Fas.,Retailing Companies,9448
BLUEJET,Blue Jet Health,Pharmaceuticals & Biotechnology Companies,9447
ASKAUTOLTD,ASK Automotive,Auto Components Companies,9446
CLEAN,Clean Science,Chemicals & Petrochemicals Companies,9438
JLHL,Jupiter Life Lin,Healthcare Services Companies,9391
ZEEL,Zee Entertainmen,Entertainment Companies,9365
LATENTVIEW,Latent View,IT - Software Companies,9316
JKLAKSHMI,JK Lakshmi Cem.,Cement & Cement Products Companies,9314
GENUSPOWER,Genus Power,Electrical Equipment Companies,9303
SKFINDIA,SKF India,Industrial Products Companies,9286
INDIASHLTR,INDIA SHELTE FIN,Finance Companies,9260
RHIM,RHI Magnesita,Industrial Products Companies,9223
MAPMYINDIA,C.E. Info System,IT - Software Companies,9152
KRBL,KRBL,Agricultural Food & other Products Companies,9018
STARCEMENT,Star Cement,Cement & Cement Products Companies,9005
BBOX,Black Box,IT - Services Companies,8999
TIMETECHNO,Time Technoplast,Industrial Products Companies,8987
VIKRAMSOLR,Vikram Solar,Electrical Equipment Companies,8979
BALRAMCHIN,Balrampur Chini,Agricultural Food & other Products Companies,8970
HONASA,Honasa Consumer,Personal Products Companies,8946
NAZARA,Nazara Technolo.,Entertainment Companies,8934
ESABINDIA,Esab India,Industrial Products Companies,8842
GPPL,Guj Pipavav Port,Transport Infrastructure Companies,8813
MAHLIFE,Mahindra Life.,Realty Companies,8801
TTKPRESTIG,TTK Prestige,Consumer Durables Companies,8785
TEJASNET,Tejas Networks,Telecom - Equipment & Accessories Companies,8769
532468,Kama Holdings,Finance Companies,8719
WESTLIFE,Westlife Food,Leisure Services Companies,8710
ARVIND,Arvind Ltd,Textiles & Apparels Companies,8697
ORKLAINDIA,Orkla India,Food Products Companies,8642
NESCO,NESCO,Commercial Services & Supplies Companies,8633
PGINVIT,Powergrid Infra.,Power Companies,8615
GRWRHITECH,Garware Hi Tech,Industrial Products Companies,8607
WABAG,Va Tech Wabag,Other Utilities Companies,8515
JSLL,Jeena Sikho,Pharmaceuticals & Biotechnology Companies,8510
MMTC,MMTC,Commercial Services & Supplies Companies,8480
TMB,T N Merc. Bank,Banks,8460
533095,Bengal & Assam,Finance Companies,8414
PNGJL,P N Gadgil Jewe.,Consumer Durables Companies,8411
ALKYLAMINE,Alkyl Amines,Chemicals & Petrochemicals Companies,8374
CAMPUS,Campus Activewe.,Consumer Durables Companies,8370
KPIGREEN,KPI Green Energy,Power Companies,8358
BIRLACORPN,Birla Corpn.,Cement & Cement Products Companies,8352
MARKSANS,Marksans Pharma,Pharmaceuticals & Biotechnology Companies,8337
V2RETAIL,V2 Retail,Retailing Companies,8191
STAR,Strides Pharma,Pharmaceuticals & Biotechnology Companies,8117
PCJEWELLER,PC Jeweller,Consumer Durables Companies,8098
KTKBANK,Karnataka Bank,Banks,8061
MANORAMA,Manorama Indust.,Food Products Companies,8057
ALOKINDS,Alok Industries,Textiles & Apparels Companies,8039
TCI,Transport Corp.,Transport Services Companies,7996
BLUESTONE,Bluestone Jewel,Consumer Durables Companies,7988
ETHOSLTD,Ethos Ltd,Consumer Durables Companies,7987
WEWORK,Wework India,Commercial Services & Supplies Companies,7985
VOLTAMP,Volt.Transform.,Electrical Equipment Companies,7973
LLOYDSENT,Lloyds Enterpris,Metals & Minerals Trading Companies,7883
KIRLFER,Kirl. Ferrous,Ferrous Metals Companies,7878
SAPPHIRE,Sapphire Foods,Leisure Services Companies,7871
RATEGAIN,Rategain Travel,IT - Software Companies,7852
BECTORFOOD,Mrs Bectors,Food Products Companies,7843
GMRP&UI,GMR Urban,Power Companies,7834
RCF,R C F,Fertilizers & Agrochemicals Companies,7833
SHARDACROP,Sharda Cropchem,Fertilizers & Agrochemicals Companies,7833
SUDARSCHEM,Sudarshan Chem.,Chemicals & Petrochemicals Companies,7803
RELIGARE,Religare Enterp.,Finance Companies,7788
BORORENEW,Borosil Renew.,Industrial Products Companies,7738
INOXGREEN,Inox Green,Power Companies,7733
HAPPSTMNDS,Happiest Minds,IT - Software Companies,7685
TRIVENI,Triven.Engg.Ind.,Agricultural Food & other Products Companies,7672
MAHSEAMLES,Mah. Seamless,Industrial Products Companies,7662
TRANSRAILL,Transrail Light,Electrical Equipment Companies,7643
DIACABS,Diamond Power,Electrical Equipment Companies,7605
LOTUSDEV,Sri Lotus,Realty Companies,7529
SUDEEPPHRM,Sudeep Pharma,Pharmaceuticals & Biotechnology Companies,7494
MAXESTATES,Max Estates,Realty Companies,7455
SHAKTIPUMP,Shakti Pumps,Industrial Products Companies,7437
GNFC,G N F C,Chemicals & Petrochemicals Companies,7387
DODLA,Dodla Dairy,Food Products Companies,7371
PGIL,Pearl Global Ind,Textiles & Apparels Companies,7347
DBL,Dilip Buildcon,Construction Companies,7343
PRICOLLTD,Pricol Ltd,Auto Components Companies,7337
TANLA,Tanla Platforms,IT - Software Companies,7319
500123,Elantas Beck,Chemicals & Petrochemicals Companies,7259
WELENT,Welspun Enterp,Construction Companies,7204
LLOYDSENGG,Lloyds Engineeri,Industrial Manufacturing Companies,7186
SAREGAMA,Saregama India,Entertainment Companies,7140
GSFC,G S F C,Fertilizers & Agrochemicals Companies,7138
IMFA,Indian Metals,Ferrous Metals Companies,7133
INDIAGLYCO,India Glycols,Beverages Companies,7121
GALAXYSURF,Galaxy Surfact.,Chemicals & Petrochemicals Companies,7111
TARIL,T R I L,Electrical Equipment Companies,7111
BALUFORGE,Balu Forge,Industrial Products Companies,7069
AJAXENGG,Ajax Engineering,"Agricultural, Commercial & Construction Vehicles Companies",7041
POWERMECH,Power Mech Proj.,Construction Companies,6994
REDTAPE,Redtape,Consumer Durables Companies,6987
EQUITASBNK,Equitas Sma. Fin,Banks,6910
CERA,Cera Sanitary.,Consumer Durables Companies,6892
RUSTOMJEE,Keystone Realtor,Realty Companies,6860
KALPATARU,Kalpat.,Realty Companies,6857
FDC,FDC,Pharmaceuticals & Biotechnology Companies,6741
TIPSMUSIC,Tips Music,Entertainment Companies,6720
KIRLPNU,Kirl.Pneumatic,Industrial Products Companies,6710
CSBBANK,CSB Bank,Banks,6709
ATLANTAELE,Atlanta Electric,Electrical Equipment Companies,6700
GANESHHOU,Ganesh Housing,Realty Companies,6686
MASTEK,Mastek,IT - Software Companies,6684
PRSMJOHNSN,Prism Johnson,Cement & Cement Products Companies,6684
NETWORK18,Netwrk.18 Media,Entertainment Companies,6669
AHLUCONT,Ahluwalia Contr.,Construction Companies,6653
THOMASCOOK,Thomas Cook (I),Leisure Services Companies,6650
MOIL,MOIL,Minerals & Mining Companies,6643
YATHARTH,Yatharth Hospit.,Healthcare Services Companies,6619
AKUMS,Akums Drugs,Pharmaceuticals & Biotechnology Companies,6611
GARFIBRES,Garware Tech.,Textiles & Apparels Companies,6565
AARTIPHARM,Aarti Pharma,Pharmaceuticals & Biotechnology Companies,6541
ARVINDFASN,Arvind Fashions.,Retailing Companies,6538
THYROCARE,Thyrocare Tech.,Healthcare Services Companies,6526
AVL,Aditya Vision,Retailing Companies,6515
DBREALTY,Valor Estate,Leisure Services Companies,6493
ASHAPURMIN,Ashapura Minech.,Minerals & Mining Companies,6491
SHILPAMED,Shilpa Medicare,Pharmaceuticals & Biotechnology Companies,6486
SFL,Sheela Foam,Consumer Durables Companies,6482
KOVAI,Kovai Medical,Healthcare Services Companies,6482
EPL,EPL Ltd,Industrial Products Companies,6439
JAYNECOIND,Jayaswal Neco,Industrial Products Companies,6436
GOKEX,Gokaldas Exports,Textiles & Apparels Companies,6392
PNCINFRA,PNC Infratech,Construction Companies,6388
IFBIND,IFB Industries,Consumer Durables Companies,6362
EPIGRAL,Epigral,Chemicals & Petrochemicals Companies,6350
MHRIL,Mahindra Holiday,Leisure Services Companies,6323
SHREMINVIT,Shrem InvIT,Construction Companies,6322
RELINFRA,Reliance Infra.,Power Companies,6322
RAYMONDLSL,Raymond Lifestyl,Textiles & Apparels Companies,6303
SUPRAJIT,Suprajit Engg.,Auto Components Companies,6300
UTLSOLAR,Fujiyama Power,Electrical Equipment Companies,6259
JKPAPER,JK Paper,"Paper, Forest & Jute Products Companies",6254
HNDFDS,Hindustan Foods,Diversified FMCG Companies,6221
ACI,Archean Chemical,Chemicals & Petrochemicals Companies,6213
JUSTDIAL,Just Dial,Retailing Companies,6207
GREENLAM,Greenlam Industr,Consumer Durables Companies,6152
VMART,V-Mart Retail,Retailing Companies,6040
SWANDEF,Swan Defence,Industrial Manufacturing Companies,6017
SYMPHONY,Symphony,Consumer Durables Companies,6003
SUPRIYA,Supriya Lifesci.,Pharmaceuticals & Biotechnology Companies,5998
LGBBROSLTD,L G Balakrishnan,Auto Components Companies,5995
AURIONPRO,Aurionpro Sol.,IT - Software Companies,5934
FIEMIND,Fiem Industries,Auto Components Companies,5931
OSWALPUMPS,Oswal Pumps,Industrial Products Companies,5931
SUNTECK,Sunteck Realty,Realty Companies,5931
JAIBALAJI,Jai Balaji Inds.,Ferrous Metals Companies,5902
542543,Energy InfrTrust,Gas Companies,5893
INDIGOPNTS,Indigo Paints,Consumer Durables Companies,5890
ICIL,Indo Count Inds.,Textiles & Apparels Companies,5870
ICRA,ICRA,Capital Markets Companies,5865
GOKULAGRO,Gokul Agro,Agricultural Food & other Products Companies,5857
MASFIN,MAS FINANC SER,Finance Companies,5817
ISGEC,ISGEC Heavy,Construction Companies,5772
GHCL,GHCL,Chemicals & Petrochemicals Companies,5760
DYNAMATECH,Dynamatic Tech.,Industrial Manufacturing Companies,5758
AVALON,Avalon Tech,Electrical Equipment Companies,5755
SUBROS,Subros,Industrial Products Companies,5747
CMSINFO,CMS Info Systems,Commercial Services & Supplies Companies,5742
PICCADIL,Piccadily Agro,Beverages Companies,5736
PRAJIND,Praj Industries,Industrial Manufacturing Companies,5707
PILANIINVS,Pilani Invest.,Finance Companies,5689
PURVA,Puravankara,Realty Companies,5687
GULFOILLUB,Gulf Oil Lubric.,Petroleum Products Companies,5675
CRAMC,Canara Robeco,Capital Markets Companies,5670
RTNINDIA,RattanIndia Ent,Retailing Companies,5669
DHANUKA,Dhanuka Agritech,Fertilizers & Agrochemicals Companies,5644
RENUKA,Sh.Renuka Sugar,Agricultural Food & other Products Companies,5628
514440,Blue Pearl Agri,Chemicals & Petrochemicals Companies,5621
SURYAROSNI,Surya Roshni,Industrial Products Companies,5593
SHARDAMOTR,Sharda Motor,Auto Components Companies,5586
CAPILLARY,Capillary Tech.,IT - Software Companies,5577
DCBBANK,DCB Bank,Banks,5569
QPOWER,Quality Power El,Electrical Equipment Companies,5554
BAJAJELEC,Bajaj Electrical,Consumer Durables Companies,5551
RESPONIND,Responsive Ind,Consumer Durables Companies,5463
RAJESHEXPO,Rajesh Exports,Consumer Durables Companies,5452
MANINFRA,Man Infra,Construction Companies,5424
FEDFINA,Fedbank Financi.,Finance Companies,5406
HGINFRA,H.G. Infra Engg.,Construction Companies,5375
SHREEJISPG,Shreeji Ship. Gl,Transport Services Companies,5371
SJS,SJS Enterprises,Auto Components Companies,5330
KINGFA,Kingfa Science,Industrial Products Companies,5322
LUMAXIND,Lumax Industries,Auto Components Companies,5301
GAEL,Guj. Ambuja Exp,Agricultural Food & other Products Companies,5289
INDUSINVIT,Indus Inf. Trust,Transport Infrastructure Companies,5263
CIGNITITEC,Cigniti Tech.,IT - Services Companies,5261
HCC,Hind.Construct.,Construction Companies,5213
SKYGOLD,Sky Gold & Diam.,Consumer Durables Companies,5211
RTNPOWER,RattanIndia Pow.,Power Companies,5209
MIDWESTLTD,Midwest,Consumer Durables Companies,5177
JUNIPER,Juniper Hotels,Leisure Services Companies,5163
TIIL,Technocraf.Inds.,Industrial Products Companies,5160
SWSOLAR,Sterling & Wils.,Construction Companies,5158
EMUDHRA,eMudhra,IT - Services Companies,5116
SMARTWORKS,Smartworks Cowor,Commercial Services & Supplies Companies,5109
SKIPPER,Skipper,Electrical Equipment Companies,5098
BANSALWIRE,Bansal Wire Inds,Industrial Products Companies,5054
SEQUENT,Sequent Scien.,Pharmaceuticals & Biotechnology Companies,5051
NIITMTS,NIIT Learning,Other Consumer Services Companies,5049
SENCO,Senco Gold,Consumer Durables Companies,5045
STYL,Seshaasai Tech.,Financial Technology (Fintech) Companies,5031
KSCL,Kaveri Seed Co.,Agricultural Food & other Products Companies,5028
ELLEN,Ellen.Indl.Gas,Chemicals & Petrochemicals Companies,4999
TEXRAIL,Texmaco Rail,Industrial Manufacturing Companies,4990
IONEXCHANG,ION Exchange,Other Utilities Companies,4984
RSYSTEMS,R Systems Intl.,IT - Services Companies,4976
RALLIS,Rallis India,Fertilizers & Agrochemicals Companies,4969
SPARC,SPARC,Pharmaceuticals & Biotechnology Companies,4963
DATAMATICS,Datamatics Glob.,IT - Services Companies,4949
INFIBEAM,Infibeam Avenues,Financial Technology (Fintech) Companies,4941
526433,ASM Technologies,IT - Software Companies,4918
VIPIND,V I P Inds.,Consumer Durables Companies,4906
GMMPFAUDLR,GMM Pfaudler,Industrial Manufacturing Companies,4896
SMLMAH,SML Mahindra,"Agricultural, Commercial & Construction Vehicles Companies",4878
JAMNAAUTO,Jamna Auto Inds.,Auto Components Companies,4872
OPTIEMUS,Optiemus Infra.,Telecom - Equipment & Accessories Companies,4871
INDOTHAI,Indo Thai Sec.,Capital Markets Companies,4870
KRN,KRN Heat Exchan,Industrial Products Companies,4867
ZOTA,Zota Health Care,Pharmaceuticals & Biotechnology Companies,4839
AGI,AGI Greenpac,Industrial Products Companies,4830
STLTECH,Sterlite Tech.,Telecom - Equipment & Accessories Companies,4830
SAATVIKGL,Saatvik Green,Electrical Equipment Companies,4829
IRBINVIT,IRB InvIT Fund,Transport Infrastructure Companies,4822
VSTTILLERS,VST Till. Tract.,"Agricultural, Commercial & Construction Vehicles Companies",4818
PDSL,PDS,Textiles & Apparels Companies,4815
CRIZAC,Crizac,Retailing Companies,4800
VRLLOG,VRL Logistics,Transport Services Companies,4791
ITDC,I T D C,Leisure Services Companies,4790
LXCHEM,Laxmi Organic,Chemicals & Petrochemicals Companies,4786
KENNAMET,Kennametal India,Industrial Manufacturing Companies,4777
NDRINVIT,NDR INVIT Trust,Commercial Services & Supplies Companies,4732
ZAGGLE,Zaggle Prepaid,IT - Services Companies,4731
JSFB,Jana Small Finan,Banks,4669
SIS,SIS,Other Consumer Services Companies,4640
CARERATING,CARE Ratings,Capital Markets Companies,4636
PTC,PTC India,Power Companies,4632
TVSSCS,TVS Supply,Transport Services Companies,4627
WEBELSOLAR,Websol Energy,Electrical Equipment Companies,4594
SUNFLAG,Sunflag Iron,Industrial Products Companies,4578
RPEL,Raghav Product.,Industrial Products Companies,4577
REFEX,Refex Industries,Chemicals & Petrochemicals Companies,4549
SHILCTECH,Shilchar Tech.,Electrical Equipment Companies,4539
SWARAJENG,Swaraj Engines,Industrial Products Companies,4535
DBCORP,D B Corp,Media Companies,4527
BANARISUG,Bannari Amm.Sug.,Agricultural Food & other Products Companies,4514
ASHOKA,Ashoka Buildcon,Construction Companies,4508
ENTERO,Entero Healthcar,Retailing Companies,4498
PACEDIGITK,Pace Digitek,Telecom - Services Companies,4484
HERITGFOOD,Heritage Foods,Food Products Companies,4458
EMIL,Electronics Mart,Retailing Companies,4458
SHOPERSTOP,Shoppers Stop,Retailing Companies,4442
TARC,TARC Ltd,Realty Companies,4431
IBULLSLTD,Indiabulls,Commercial Services & Supplies Companies,4421
501421,Technvision Ven.,IT - Software Companies,4404
500307,Nirlon,Commercial Services & Supplies Companies,4402
ORCHPHARMA,Orchid Pharma,Pharmaceuticals & Biotechnology Companies,4401
SPICEJET,SpiceJet,Transport Services Companies,4398
ORIANA,Oriana Power Ltd,Electrical Equipment Companies,4386
ANUP,The Anup Enginee,Industrial Manufacturing Companies,4376
NFL,Natl.Fertilizer,Fertilizers & Agrochemicals Companies,4356
INDRAMEDCO,Indrapr.Medical,Healthcare Services Companies,4340
SGMART,SG Mart,Metals & Minerals Trading Companies,4329
GREAVESCOT,Greaves Cotton,Industrial Products Companies,4314
PRECWIRE,Prec. Wires (I),Industrial Products Companies,4291
ROUTE,Route Mobile,Telecom - Services Companies,4287
VSTIND,VST Industries,Cigarettes & Tobacco Products Companies,4284
INDIQUBE,Indiqube Spaces,Commercial Services & Supplies Companies,4283
E2E,E2E Networks,IT - Services Companies,4272
ARTEMISMED,Artemis Medicare,Healthcare Services Companies,4270
ELECTCAST,Electrost.Cast.,Industrial Products Companies,4265
JKIL,J Kumar Infra,Construction Companies,4263
HUBTOWN,Hubtown,Realty Companies,4242
508486,Hawkins Cookers,Consumer Durables Companies,4227
GOLDIAM,Goldiam Intl.,Consumer Durables Companies,4224
KNRCON,KNR Construct.,Construction Companies,4191
BHARATRAS,Bharat Rasayan,Fertilizers & Agrochemicals Companies,4189
NORTHARC,Northern ARC,Finance Companies,4157
CHEMPLASTS,Chemplast Sanmar,Chemicals & Petrochemicals Companies,4144
GUJTHEM,Guj. Themis Bio.,Pharmaceuticals & Biotechnology Companies,4112
CEIGALL,Ceigall India,Construction Companies,4057
543971,Bondada Engineer,Telecom - Services Companies,4056
INNOVACAP,Innova Captab,Pharmaceuticals & Biotechnology Companies,4053
GOPAL,Gopal Snacks,Food Products Companies,4017
542866,Colab Platforms,Finance Companies,4012
JCHAC,Johnson Con. Hit,Consumer Durables Companies,4006
SAMHI,Samhi Hotels,Leisure Services Companies,4006
HEIDELBERG,Heidelberg Cem.,Cement & Cement Products Companies,3999
KITEX,Kitex Garments,Textiles & Apparels Companies,3990
506854,Tanfac Inds.,Chemicals & Petrochemicals Companies,3984
JTEKTINDIA,JTEKT India,Auto Components Companies,3982
POCL,Pondy Oxides,Diversified Metals Companies,3967
INTERARCH,Interarch Build.,Construction Companies,3940
VAIBHAVGBL,Vaibhav Global,Consumer Durables Companies,3924
MOSCHIP,Moschip Tech.,IT - Hardware Companies,3913
AJMERA,Ajmera Realty,Realty Companies,3884
539895,Spice LoungeFood,Leisure Services Companies,3878
SUVEN,Suven Life Scie.,Healthcare Services Companies,3871
PARAGMILK,Parag Milk Foods,Food Products Companies,3862
RAMKY,Ramky Infra,Construction Companies,3861
VADILALIND,Vadilal Inds.,Food Products Companies,3839
ORIENTELEC,Orient Electric,Consumer Durables Companies,3833
SANATHAN,Sanathan Textile,Textiles & Apparels Companies,3813
HEMIPROP,Hemisphere Prop,Commercial Services & Supplies Companies,3796
GUJALKALI,Gujarat Alkalies,Chemicals & Petrochemicals Companies,3795
GOODLUCK,Goodluck India,Industrial Products Companies,3795
ARSSBL,Anand Rathi Shar,Capital Markets Companies,3790
MARATHON,Marathon Nextgen,Realty Companies,3736
505872,WPIL,Industrial Manufacturing Companies,3729
63MOONS,63 Moons Tech.,IT - Software Companies,3719
BOROLTD,Borosil,Consumer Durables Companies,3712
KMEW,Knowledge Marine,Engineering Services Companies,3706
526125,BN Agrochem,Commercial Services & Supplies Companies,3704
AARTIDRUGS,Aarti Drugs,Pharmaceuticals & Biotechnology Companies,3696
RBA,Restaurant Brand,Leisure Services Companies,3664
KIRIINDUS,Kiri Industries,Chemicals & Petrochemicals Companies,3660
BALAMINES,Balaji Amines,Chemicals & Petrochemicals Companies,3649
STYRENIX,Styrenix Perfor.,Chemicals & Petrochemicals Companies,3644
RPGLIFE,RPG LifeScience.,Pharmaceuticals & Biotechnology Companies,3640
STYLAMIND,Stylam Industrie,Consumer Durables Companies,3640
SHANTIGEAR,Shanthi Gears,Industrial Manufacturing Companies,3606
TRUALT,TruAlt Bioenergy,Agricultural Food & other Products Companies,3602
EBGNG,GNG Electronics,IT - Hardware Companies,3594
GRAUWEIL,Grauer & Weil,Chemicals & Petrochemicals Companies,3583
526570,Midwest Gold,Other Construction Materials Companies,3580
SENORES,Senores Pharma.,Pharmaceuticals & Biotechnology Companies,3577
MBAPL,M B Agro Prod.,Fertilizers & Agrochemicals Companies,3566
GUFICBIO,Gufic BioScience,Pharmaceuticals & Biotechnology Companies,3564
SEITINVIT,Sustainable Ener,Power Companies,3564
SINDHUTRAD,Sindhu Trade,Transport Services Companies,3559
EIEL,Enviro Infra,Other Utilities Companies,3559
MPSLTD,MPS,Other Consumer Services Companies,3551
EUROPRATIK,Euro Pratik Sale,Consumer Durables Companies,3547
GREENPLY,Greenply Industr,Consumer Durables Companies,3541
500414,Timex Group,Consumer Durables Companies,3527
AWFIS,AWFIS Space,Commercial Services & Supplies Companies,3522
RAIN,Rain Industries,Chemicals & Petrochemicals Companies,3521
WONDERLA,Wonderla Holiday,Leisure Services Companies,3519
509732,Kothari Indl,Fertilizers & Agrochemicals Companies,3518
TVSSRICHAK,TVS Srichakra,Auto Components Companies,3517
BAJAJCON,Bajaj Consumer,Personal Products Companies,3513
DPABHUSHAN,D.P. Abhushan,Consumer Durables Companies,3498
MEDIASSIST,Medi Assist Ser.,Insurance Companies,3495
DCAL,Dishman Carbogen,Pharmaceuticals & Biotechnology Companies,3493
NACLIND,NACL Industries,Fertilizers & Agrochemicals Companies,3486
INDOSTAR,Indostar Capital,Finance Companies,3483
SHAREINDIA,Share India Sec.,Capital Markets Companies,3482
LUXIND,Lux Industries,Textiles & Apparels Companies,3478
SABTNL,Sri Adhik. Bros.,Entertainment Companies,3465
UFLEX,Uflex,Industrial Products Companies,3464
JUBLCPL,Jubilant Agri,Chemicals & Petrochemicals Companies,3458
ADVENZYMES,Advanced Enzyme,Pharmaceuticals & Biotechnology Companies,3424
KIRLOSIND,Kirloskar Indus.,Industrial Products Companies,3412
PSPPROJECT,PSP Projects,Construction Companies,3410
FOSECOIND,Foseco India,Chemicals & Petrochemicals Companies,3396
HARSHA,Harsha Engg Intl,Industrial Products Companies,3394
CYIENTDLM,Cyient DLM,Industrial Manufacturing Companies,3388
AGIIL,AGI Infra,Realty Companies,3381
PAISALO,Paisalo Digital,Finance Companies,3373
NSIL,Nalwa Sons Invst,Finance Companies,3362
ORIENTCEM,Orient Cement,Cement & Cement Products Companies,3359
VISHNU,Vishnu Chemicals,Chemicals & Petrochemicals Companies,3346
ROSSARI,Rossari Biotech,Chemicals & Petrochemicals Companies,3341
KSL,Kalyani Steels,Industrial Products Companies,3331
KOLTEPATIL,Kolte Patil Dev.,Realty Companies,3326
MANINDS,Man Industries,Industrial Products Companies,3322
SANDHAR,Sandhar Tech,Auto Components Companies,3304
MSTCLTD,MSTC,Commercial Services & Supplies Companies,3293
BBL,Bharat Bijlee,Electrical Equipment Companies,3264
CENTUM,Centum Electron,Industrial Manufacturing Companies,3258
TATVA,Tatva Chintan,Chemicals & Petrochemicals Companies,3245
RAYMONDREL,Raymond Realty,Realty Companies,3235
PATELENG,Patel Engineerin,Construction Companies,3232
542727,City Pulse Multi,Retailing Companies,3186
JINDWORLD,Jindal Worldwide,Textiles & Apparels Companies,3167
PROTEAN,Protean eGov,IT - Services Companies,3166
NAVNETEDUL,Navneet Educat.,Printing & Publication Companies,3165
MUTHOOTMF,Muthoot Microfin,Finance Companies,3152
UNIVCABLES,Universal Cables,Industrial Products Companies,3148
UNICHEMLAB,Unichem Labs.,Pharmaceuticals & Biotechnology Companies,3137
