Sector,Company,Ticker,S.No.,CMP
                    Rs.,All time high
                    Rs.,Quarter growing perc
                    %,DFLH
                    %,Mar Cap
                    Rs.Cr.,NP Qtr
                    Rs.Cr.,P/E,10Yrs PE,Debt / Eq,ROCE
                    %,ROE
                    %,CMP / BV,NP PY Qtr
                    Rs.Cr.,NP Ann
                    Rs.Cr.,Up
                    %
"Other Utilities Companies","Va Tech Wabag","WABAG","Va Tech Wabag","1366.90","1944.00","20.63","29.69","8515.00","84.80","26.58","16.33","0.10","19.70","14.60","3.66","70.30","294.80","23.22"
"Other Utilities Companies","ION Exchange","IONEXCHANG","ION Exchange","339.85","768.40","-1.42","55.77","4984.46","49.92","23.72","24.16","0.33","22.34","18.66","3.86","50.64","208.26","1.10"
"Other Utilities Companies","Enviro Infra","EIEL","Enviro Infra","202.73","392.00","36.10","48.28","3558.52","49.50","17.20","24.70","0.26","31.68","27.39","3.13","36.37","177.15","19.18"
"Other Utilities Companies","EMS","EMSLIMITED","EMS","413.95","1016.85","-43.32","59.29","2298.70","28.14","14.08","19.15","0.16","26.91","20.69","2.21","49.65","183.78","1.98"
"Other Utilities Companies","Rajesh Power","544291","Rajesh Power","1137.30","1639.00","119.76","30.61","2047.98","58.06","17.40","32.01","0.26","54.71","50.83","6.58","26.42","87.30","53.69"
"Other Utilities Companies","Antony Waste han","AWHCL","Antony Waste han","432.40","902.25","12.66","52.08","1227.40","17.26","17.78","19.20","0.68","12.10","11.34","1.78","15.32","100.64","0.49"
"Other Utilities Companies","Denta Water","DENTA","Denta Water","350.20","479.60","71.16","26.98","935.03","18.93","14.13","11.61","0.03","25.17","18.43","2.14","11.06","52.89","39.38"
"Other Utilities Companies","Eco Recyc.","530643","Eco Recyc.","457.65","1215.10","-31.54","62.34","883.12","5.60","43.08","38.55","0.07","36.82","84.05","8.72","8.18","23.38","3.51"
"Other Utilities Companies","Concord Enviro","CEWATER","Concord Enviro","378.45","860.00","-74.05","55.99","783.25","4.49","14.98","20.15","0.30","15.04","12.03","1.42","17.30","51.49","0.24"
"Other Utilities Companies","JITF Infra Logis","JITFINFRA","JITF Infra Logis","286.80","1215.00","-114.11","76.40","737.18","-15.99","","121.77","","12.07","","","113.31","144.78","13.88"
"Other Utilities Companies","Z-Tech (India)","ZTECH","Z-Tech (India)","506.60","731.15","102.00","30.71","725.97","6.06","31.08","40.54","0.02","28.12","20.23","4.03","3.00","19.61","17.39"
"Other Utilities Companies","Effwa Infra","EFFWA","Effwa Infra","248.05","389.15","113.03","36.26","574.17","10.14","22.53","26.07","0.14","33.87","30.44","5.47","4.76","20.11","68.11"
"Other Utilities Companies","Namo eWaste","NAMOEWASTE","Namo eWaste","179.15","284.00","30.90","36.92","409.67","6.99","40.52","44.11","0.06","19.08","13.75","4.28","5.34","8.46","41.06"
"Other Utilities Companies","Hi-Green Carbon","HIGREEN","Hi-Green Carbon","144.75","340.90","-10.92","57.54","361.73","4.73","34.29","47.13","0.62","11.88","12.38","3.96","5.31","11.13","0.52"
"Other Utilities Companies","VVIP Infratech","544219","VVIP Infratech","133.00","314.40","-7.88","57.70","332.10","25.37","9.01","15.85","0.72","33.34","23.34","1.53","27.54","50.21","30.39"
"Other Utilities Companies","Felix Industries","FELIX","Felix Industries","158.50","454.90","1619.35","65.16","272.72","5.33","17.39","44.58","0.13","14.31","11.73","1.91","0.31","9.11","46.76"
"Other Utilities Companies","Race Eco","RACE","Race Eco","155.22","460.00","306.85","66.26","267.87","2.97","43.14","390.33","0.98","9.64","8.30","3.68","0.73","4.19","5.20"
"Other Utilities Companies","Organic Recyclin","543997","Organic Recyclin","249.10","400.00","78.88","37.73","215.70","12.11","10.24","28.37","0.36","12.17","14.62","1.78","6.77","15.72","3.79"
"Other Utilities Companies","Apex Ecotech","APEXECO","Apex Ecotech","130.50","169.00","66.45","22.78","172.07","2.58","17.94","16.38","0.00","37.51","28.07","3.52","1.55","8.56","78.77"
"Other Utilities Companies","Urban Enviro","URBAN","Urban Enviro","150.25","347.58","19.13","56.77","130.12","9.09","11.10","22.16","0.71","28.13","38.31","3.18","7.63","10.26","10.44"
"Other Utilities Companies","Sattva Eng.","SATTVAENGG","Sattva Eng.","65.15","118.90","138.10","45.21","113.81","4.50","9.83","12.03","0.33","28.63","26.60","1.43","1.89","9.14","3.25"
"Other Utilities Companies","Gem Enviro","544199","Gem Enviro","47.94","324.40","-25.49","85.22","108.11","3.42","21.97","24.91","0.00","19.71","14.67","2.09","4.59","6.09","3.32"
"Other Utilities Companies","Greenleaf Envi.","GREENLEAF","Greenleaf Envi.","176.75","179.65","","1.61","104.80","2.90","16.58","12.92","0.48","46.45","44.61","","","4.59","59.23"
"Other Utilities Companies","Filtra Consult.","539098","Filtra Consult.","70.00","115.70","-6.25","39.50","76.75","2.10","27.71","12.00","0.08","16.53","11.40","3.19","2.24","2.91","32.08"
"Other Utilities Companies","EP Biocomposites","543595","EP Biocomposites","90.00","364.25","-57.14","75.29","15.13","0.09","16.45","28.21","0.35","14.28","10.22","1.42","0.21","1.03","0.00"
