Sector,Company,Ticker,S.No.,CMP
                    Rs.,All time high
                    Rs.,Quarter growing perc
                    %,DFLH
                    %,Mar Cap
                    Rs.Cr.,NP Qtr
                    Rs.Cr.,P/E,10Yrs PE,Debt / Eq,ROCE
                    %,ROE
                    %,CMP / BV,NP PY Qtr
                    Rs.Cr.,NP Ann
                    Rs.Cr.,Up
                    %
"Telecom - Equipment & Accessories Companies","ITI","ITI","ITI","301.60","592.85","-22.64","49.13","29048.88","-54.24","","54.82","0.90","-1.33","-16.15","20.02","-70.11","-233.15","29.33"
"Telecom - Equipment & Accessories Companies","Tejas Networks","TEJASNET","Tejas Networks","494.15","1495.10","-211.61","66.95","8768.64","-307.13","","22.93","1.29","15.47","12.77","2.63","275.18","446.53","4.15"
"Telecom - Equipment & Accessories Companies","Optiemus Infra.","OPTIEMUS","Optiemus Infra.","552.20","873.80","22.21","36.80","4870.94","16.78","70.83","57.30","0.35","14.40","11.59","6.81","13.73","63.33","46.28"
"Telecom - Equipment & Accessories Companies","Sterlite Tech.","STLTECH","Sterlite Tech.","98.96","300.74","-128.57","67.09","4830.03","4.00","1207.51","20.08","0.94","2.86","-6.28","2.35","-14.00","-123.00","89.40"
"Telecom - Equipment & Accessories Companies","Valiant Commun.","526775","Valiant Commun.","658.25","813.95","88.21","19.13","753.18","5.27","55.06","63.77","0.03","21.13","16.14","10.45","2.80","9.61","206.59"
"Telecom - Equipment & Accessories Companies","ADC India","523411","ADC India","1273.95","2309.70","-50.57","44.84","586.02","4.31","32.45","24.90","0.00","46.57","34.74","7.61","8.72","24.46","41.35"
"Telecom - Equipment & Accessories Companies","Birla Cable","BIRLACABLE","Birla Cable","138.38","432.55","-65.50","68.01","415.14","0.69","82.53","21.72","0.41","5.14","1.98","1.53","2.00","5.03","10.39"
"Telecom - Equipment & Accessories Companies","Kavveri Defence","KAVDEFENCE","Kavveri Defence","83.09","309.45","-2.08","73.15","285.62","0.47","38.34","1.13","0.07","8.43","9.58","3.23","0.48","6.41","101.97"
"Telecom - Equipment & Accessories Companies","Frog Innovations","FROG","Frog Innovations","163.00","458.00","-119.21","64.41","253.54","-1.02","14.72","17.01","0.08","21.46","16.07","1.59","5.31","23.55","8.67"
"Telecom - Equipment & Accessories Companies","Umiya Buildcon","UMIYA-MRO","Umiya Buildcon","88.97","133.25","244.10","33.23","166.24","6.71","16.17","27.73","1.08","9.59","8.27","1.47","1.95","5.84","58.59"
"Telecom - Equipment & Accessories Companies","Aksh Optifibre","AKSHOPTFBR","Aksh Optifibre","6.22","96.95","-66.37","93.58","101.20","-3.05","","13.76","","-13.45","-112.71","","-9.07","-25.97","2.98"
"Telecom - Equipment & Accessories Companies","Punjab Commun.","500346","Punjab Commun.","63.35","213.00","-423.00","70.26","76.15","3.23","15.60","92.81","0.00","-2.82","-3.62","2.39","-1.00","-0.38","55.27"
"Telecom - Equipment & Accessories Companies","Clenon Enterpri","517564","Clenon Enterpri","54.40","54.40","-146.46","0.00","46.87","-0.59","","227.36","1.27","-15.12","-34.83","7.67","1.27","-0.71","117.95"
"Telecom - Equipment & Accessories Companies","T N Telecom.","TNTELE","T N Telecom.","10.24","26.45","30.70","61.29","46.78","-4.30","","","","","","","-3.29","-15.48","33.68"
"Telecom - Equipment & Accessories Companies","Telogica","532975","Telogica","10.03","67.75","-54.05","85.20","33.87","0.17","34.92","29.27","0.15","22.73","33.56","2.49","0.37","1.70","30.77"
